UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
59006269,Henrikh Mkhitaryan,35,75 kg,177 cm,,-,ARM,Serie A enilive,Inter,"€4,870,000 p/a",30/6/2025,"DM, M/AM (C)","DM, AM (C)",20,"1,533",89%,0.18,0.23,3.23,1.23,0.23,25%,0.23,5%,-0.37,0.47,0.41,0.08,0,2.23,73%,0.47,0.12,0,2.17,30%,0.65,0.29,14.15,13.44,11.68,1,12.5km,3.23,11.1,-,-,-,-
24023726,Ante Rebić,31,77 kg,185 cm,,Torn thigh muscle,CRO,Serie A enilive,Lecce,"€1,097,000 p/a",30/6/2024,"AM (L), ST (C)",ST (C),18,"1,197",85%,-,0.08,1.58,1.2,0.45,17%,0.15,17%,1.3,0.98,0.75,0.28,0,1.88,86%,0.38,0,0.15,7.82,38%,3.01,0.15,1.8,16.32,6.39,0.6,11.6km,2.18,7.29,-,-,-,-
19265858,Richarlison,27,71 kg,181 cm,,-,BRA,English Premier League,Tottenham,"€10,613,000 p/a",30/6/2026,"AM (RL), ST (C)",AM (R),20,"1,501",82%,-,0.08,1.68,1.14,0.12,18%,0.36,7%,-0.67,0.72,0.42,0.16,0,3.24,84%,0.54,0.06,0.06,5.82,37%,2.16,0.3,5.04,20.87,14.09,2.7,12.9km,4.14,11.75,-,-,-,-
43270517,Nicolò Zaniolo,25,79 kg,189 cm,,-,ITA,Serie A enilive,Fiorentina,"€4,993,000 p/a",30/6/2027,"AM (RLC), ST (C)","AM (C), ST (C)",17,"1,385",85%,0.06,0.21,0.97,0.71,0.19,19%,0,24%,4.12,1.17,0.65,0.25,0,1.62,81%,0.06,0,0.19,7.67,40%,3.05,0.13,1.88,18.26,6.11,1.62,12.1km,2.01,7.21,-,-,-,-
29110623,Ollie Watkins,29,70 kg,180 cm,,-,ENG,English Premier League,Aston Villa,"€7,277,000 p/a",30/6/2027,"AM (RL), ST (C)",AM (RL),26,"2,273",87%,0.16,0.07,0.71,0.63,0.12,5%,0.04,12%,-0.86,1.43,0.99,0.43,0,1.54,78%,0.12,0,0.16,7.05,42%,2.93,0.16,2.89,15.44,7.13,1.19,12.0km,1.7,7.09,-,-,-,-
13160655,Reinildo,30,68 kg,180 cm,,-,MOZ,LaLiga EA SPORTS,Atlético Madrid,"€2,012,000 p/a",30/6/2026,"D (LC), WB (L)",WB (L),8,"1,192",92%,0.08,0.06,4.91,0.38,0.3,0%,0,-,-0.13,0.08,0.23,0.01,0,1.28,81%,0.83,0.23,0.38,5.51,75%,4.15,0.83,16.01,3.78,8.38,0.38,12.2km,1.28,4.76,-,-,-,-
34011687,Alexandre Lacazette,33,72 kg,175 cm,,-,FRA,Ligue 1 McDonald's,Lyon,"€5,385,000 p/a",30/6/2024,ST (C),-,18,"1,482",86%,0.06,0.09,1.4,0.85,0.24,5%,0.06,5%,-3.68,1.58,0.97,0.41,0,1.15,76%,0.36,0.06,0,6.68,23%,1.52,0.06,2.79,17.79,8.68,1.64,12.1km,1.7,7.83,-,-,-,-
43094100,Lorenzo Pellegrini,28,77 kg,186 cm,,Pulled hamstring,ITA,Serie A enilive,Roma,"€6,480,000 p/a",30/6/2027,"DM, M/AM (C)",DM,21,"1,550",84%,0.35,0.24,2.85,1.57,0.46,22%,0.12,16%,0.72,0.41,0.46,0.13,0,2.15,82%,0.75,0.12,0.12,3.6,39%,1.39,0.17,13.12,13.24,13.01,1.39,13.4km,3.14,10.8,-,-,-,-
14186894,Juan Foyth,26,69 kg,187 cm,,-,ARG,LaLiga EA SPORTS,Villarreal,"€2,513,000 p/a",30/6/2028,"D (RC), DM",DM,18,"1,570",91%,0.11,0.08,6.76,0.75,0.29,15%,0.23,20%,0.37,0.11,0.11,0.04,0,2.81,84%,1.61,0.06,0.57,5.56,60%,3.32,0.69,15.65,11.01,13.99,1.78,12.7km,2.58,7.28,-,-,-,-
67199158,Brais Méndez,27,76 kg,187 cm,,-,ESP,LaLiga EA SPORTS,Real Sociedad,"€1,683,000 p/a",30/6/2027,"M (C), AM (RC)",M (C),19,"1,711",86%,0.11,0.19,3.63,1.79,0.37,20%,0.53,11%,0.03,0.68,0.84,0.21,0,2.05,78%,0.47,0,0,3.95,55%,2.16,0.21,6.58,18.15,15.73,2.63,13.1km,2.84,12.83,-,-,-,-
43093395,Alessio Romagnoli,29,78 kg,188 cm,,Torn calf muscle,ITA,Serie A enilive,Lazio,"€5,560,000 p/a",30/6/2026,D (C),-,20,"1,766",93%,-,0.02,3.67,0.15,0.05,100%,0.05,17%,0.57,0.05,0.05,0.02,0,1.38,87%,1.07,0.31,1.07,6.93,81%,5.61,0.61,17.38,1.73,5.76,0.1,11.4km,1.27,2.65,-,-,-,-
8169215,Axel Witsel,35,81 kg,186 cm,,-,BEL,LaLiga EA SPORTS,Atlético Madrid,"€6,240,000 p/a",30/6/2024,"D (C), DM, M (C)",M (C),22,"1,910",94%,0.09,0.08,4.66,0.38,0.09,0%,0,-,-0.61,0.05,0.05,0.03,0,1.65,83%,0.99,0.33,0.52,5.28,63%,3.35,0.38,16.77,3.06,6.36,0.05,12.0km,1.41,3.82,-,-,-,-
67157624,Kepa Arrizabalaga,30,88 kg,188 cm,,-,ESP,English Premier League,Bournemouth,"€10,309,000 p/a",30/6/2025,GK,-,18,"1,481",59%,-,0,0.73,0,-,-,-,-,0,-,-,0,0,-,-,3.65,0,0,-,-,-,-,3.65,10.82,0,-,6.1km,0,0,16,30,29,0
67104772,Íñigo Martínez,33,77 kg,182 cm,,-,ESP,LaLiga EA SPORTS,FC Barcelona,"€8,975,000 p/a",30/6/2024,D (C),-,15,"1,414",93%,0.06,0.11,4.58,0.45,0.13,0%,0,-,-0.01,0,0,0,0,1.4,92%,0.95,0.57,0.7,6.87,67%,4.58,0.45,15.59,4.84,5.54,0.13,11.4km,1.21,3.06,-,-,-,-
92071707,Alexander Nübel,28,88 kg,193 cm,,-,GER,Bundesliga,VfB Stuttgart,"€3,490,000 p/a",30/6/2028,GK,-,21,"1,776",85%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,0.81,0,0,-,-,-,-,3.09,7.65,0,-,6.2km,0,0,15,41,19,0.15
67156425,Raúl De Tomás,30,72 kg,180 cm,,-,ESP,LaLiga EA SPORTS,Vallecano,"€3,203,000 p/a",30/6/2026,ST (C),-,16,"1,428",85%,-,0.02,1.13,0.95,0.06,29%,0.13,11%,-0.12,1.26,0.95,0.27,0,1.26,83%,0.44,0,0.06,7.06,29%,2.08,0.13,2.33,24.89,7.18,0.76,11.9km,1.45,7.18,-,-,-,-
14042683,Joaquín Correa,30,74 kg,188 cm,,-,ARG,Serie A enilive,Inter,"€6,480,000 p/a",30/6/2024,"M (L), AM (LC), ST (C)","M (L), AM (LC)",18,"1,236",87%,-,0.07,1.17,0.8,0.22,0%,0,12%,0.9,1.6,0.95,0.3,0,1.46,74%,0.15,0,0,5.75,27%,1.53,0.07,1.46,25.41,6.55,2.11,11.6km,1.97,7.35,-,-,-,-
28054565,Jordan Pickford,30,77 kg,187 cm,,-,ENG,English Premier League,Everton,"€9,097,000 p/a",30/6/2026,GK,-,20,"1,768",79%,-,0,0.56,0,-,-,-,-,0,-,-,0,2,0,0%,6.82,0,0,-,-,-,-,4.58,7.58,0,-,5.8km,0,0,12,36,28,0.13
43094150,Ivan Provedel,30,84 kg,192 cm,,-,ITA,Serie A enilive,Lazio,"€3,089,000 p/a",30/6/2027,GK,-,24,"2,160",88%,-,0,0.17,0,-,-,-,-,0,-,-,0,0,0,0%,6.46,0,0,-,-,-,-,4.54,6.46,0,-,6.2km,0,0,13,42,13,0.17
1510305,Pedro,37,65 kg,167 cm,,-,ESP,Serie A enilive,Lazio,"€2,820,000 p/a",30/6/2024,AM (RL),-,19,"1,369",87%,0.07,0.15,3.16,2.24,0.33,19%,0.53,20%,2.71,0.66,0.79,0.28,0,3.22,80%,0.53,0.07,0,3.55,20%,0.72,0.07,6.57,16.96,13.54,2.63,12.8km,4.54,13.94,-,-,-,-
67260440,Bryan Gil,23,69 kg,175 cm,,-,ESP,LaLiga EA SPORTS,Girona,"€4,852,000 p/a",30/6/2025,"M (L), AM (LC)",-,26,"2,030",84%,0.22,0.15,2.84,1.55,0.31,7%,0.18,9%,-1.75,1.2,0.98,0.34,0,2.39,79%,0.44,0,0,4.08,18%,0.75,0.18,4.39,18.22,15.34,3.41,12.7km,3.5,12.59,-,-,-,-
61043070,John McGinn,30,77 kg,181 cm,,-,SCO,English Premier League,Aston Villa,"€6,064,000 p/a",30/6/2026,"DM, M/AM (RLC)","DM, M (RL), AM (C)",23,"1,996",84%,0.09,0.34,4.01,1.67,0.45,20%,0.41,16%,0.7,0.72,0.45,0.19,0,2.25,89%,0.81,0,0.05,4.46,52%,2.3,0.27,7.26,14.74,16.82,2.39,13.2km,2.89,13.44,-,-,-,-
34012022,Francis Coquelin,33,73 kg,176 cm,,-,FRA,Ligue 1 McDonald's,FC Nantes,"€1,794,000 p/a",30/6/2024,"DM, M (RC)",M (R),14,"1,141",90%,-,0.06,5.76,0.95,0.39,29%,0.16,-,-0.69,0.08,0.16,0.05,0,2.52,84%,0.55,0,0.32,2.6,55%,1.42,0.55,16.01,5.05,12.38,0.55,13.1km,3,10.02,-,-,-,-
67039257,Asier Illarramendi,34,76 kg,179 cm,,-,ESP,Ligue 1 McDonald's,RC Lens,"€578,000 p/a",30/6/2024,"DM, M (C)",-,12,"1,026",90%,0.18,0.43,5.09,1.67,0.35,0%,0,-,-0.27,0,0,0.02,0,1.93,69%,0.88,0.18,0.35,2.46,50%,1.23,0.18,15.09,5.61,11.67,0.7,12.9km,2.81,12.11,-,-,-,-
43195181,Umar Sadiq,27,75 kg,192 cm,,-,NGA,LaLiga EA SPORTS,Valencia,"€1,190,000 p/a",30/6/2027,ST (C),-,20,"1,608",85%,-,0.09,1.06,1.01,0.17,0%,0,8%,-1.7,1.62,1.4,0.38,0,1.06,76%,0.62,0,0.06,8.56,39%,3.3,0.11,1.96,21.72,5.6,1.57,11.5km,1.51,7.05,-,-,-,-
49045184,Pierre Kalulu,24,80 kg,184 cm,,-,FRA,Serie A enilive,Juventus,"€2,560,000 p/a",30/6/2026,D (RC),D (R),25,"2,220",91%,0.2,0.18,7.3,0.97,0.45,18%,0.24,-,-1.13,0,0.12,0.05,0,2.8,85%,0.97,0.16,0.32,4.05,68%,2.76,0.57,13.95,13.26,13.78,1.34,12.6km,2.51,7.66,-,-,-,-
43390774,Samuele Ricci,23,70 kg,181 cm,,-,ITA,Serie A enilive,Torino,"€2,763,000 p/a",30/6/2028,"DM, M (C)",-,18,"1,529",89%,0.24,0.2,3.83,1.59,-,46%,0.35,-,-1.06,0.41,0.12,0.06,0,1.06,60%,0.41,0,0.12,2.77,34%,0.94,0.12,12.01,10.89,12.95,1.35,13.1km,2.12,11.48,-,-,-,-
85032335,Idrissa Gueye,35,66 kg,174 cm,,-,SEN,English Premier League,Everton,"€7,884,000 p/a",30/6/2024,"DM, M (C)",-,20,"1,653",90%,0.11,0.09,4.19,0.87,0.22,25%,0.05,-,-0.43,0.05,0.05,0.02,0,2.45,79%,0.65,0.16,0,2.34,37%,0.87,0.49,10.89,6.81,13.07,0.71,13.4km,3.1,10.51,-,-,-,-
27039017,Christian Nørgaard,30,76 kg,187 cm,,-,DEN,English Premier League,Brentford,"€2,562,000 p/a",30/6/2026,"DM, M (C)",-,13,"1,106",90%,0.24,0.19,5.94,1.55,0.33,50%,0.24,-,-1.36,0,0.24,0.11,0,1.55,51%,0.98,0.16,0.33,4.48,47%,2.12,0.24,10.5,7.89,13.83,0.73,13.1km,3.01,8.63,-,-,-,-
29129073,Rico Henry,27,66 kg,170 cm,,-,ENG,English Premier League,Brentford,"€4,160,000 p/a",30/6/2027,D/WB (L),-,20,"1,772",90%,0.1,0.06,7.06,1.22,0.2,23%,0.46,33%,0.62,0.05,0.05,0.02,0,3.5,81%,0.76,0.25,0.25,3.2,60%,1.93,0.91,10.51,14.12,14.98,2.34,13.0km,3.71,11.43,-,-,-,-
55041694,André Silva,29,84 kg,185 cm,,-,POR,Bundesliga,SV Werder,"€6,981,000 p/a",30/6/2024,ST (C),-,14,"1,071",77%,-,0.11,0.5,0.42,0.08,0%,0,8%,-0.98,1.09,1.09,0.33,0,1.01,67%,0.25,0,0,6.72,40%,2.69,0.08,1.93,17.23,7.31,0.59,12.1km,1.51,7.14,-,-,-,-
11022221,Vedat Muriqi,30,92 kg,194 cm,,-,KOS,LaLiga EA SPORTS,Mallorca,"€4,000,000 p/a",30/6/2026,ST (C),-,20,"1,701",82%,0.11,0.04,0.9,0.74,0.21,17%,0.11,22%,5.71,1.32,0.63,0.33,0,1.69,82%,0.21,0,0.16,9.42,60%,5.66,0.05,1.96,20.95,7.99,0.42,12.4km,1.9,7.67,-,-,-,-
67173048,Borja Iglesias,31,85 kg,187 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€932,000 p/a",30/6/2024,ST (C),-,21,"1,628",87%,0.06,0.11,0.61,0.44,0.11,15%,0.11,13%,1.4,1.44,1.27,0.31,0,1.05,70%,0.22,0,0.17,9.67,35%,3.43,0.22,1.99,21.34,6.47,1.11,11.7km,1.44,7.52,-,-,-,-
28085588,Andreas Pereira,29,71 kg,178 cm,,-,BRA,English Premier League,Fulham,"€3,524,000 p/a",30/6/2027,"M (C), AM (RLC)",AM (RL),23,"1,663",83%,0.11,0.17,2.06,1.14,0.22,13%,0.16,6%,-1.39,0.6,0.54,0.18,0,2.44,80%,0.65,0,0,4.06,4%,0.16,0.22,10.28,18.4,14.56,2.22,14.1km,3.68,10.55,-,-,-,-
85059774,Samuel Umtiti,31,75 kg,182 cm,,Torn knee ligaments,FRA,Ligue 1 McDonald's,Lille,"€3,146,000 p/a",30/6/2024,D (C),-,21,"1,813",92%,-,0.04,3.57,0.15,-,50%,0.05,-,-0.23,0.05,0,0.01,0,0.99,83%,0.5,0.1,0.89,6.3,55%,3.47,0.5,16.03,2.63,4.57,0.15,11.2km,0.84,2.43,-,-,-,-
85027976,Alphonse Areola,31,94 kg,195 cm,,-,FRA,English Premier League,West Ham,"€7,277,000 p/a",30/6/2026,GK,-,20,"1,800",81%,-,0,0.05,0,-,-,-,-,0,-,-,0,0,0.05,50%,0.65,0,0,-,-,-,-,4.1,7.65,0.05,-,6.7km,0,0,6,32,14,0.17
45111891,Kaoru Mitoma,27,72 kg,178 cm,,-,JPN,English Premier League,Brighton,"€4,852,000 p/a",30/6/2026,WB/M/AM (L),WB/M (L),17,"1,289",85%,0.14,0.11,1.89,1.47,0.35,19%,0.49,4%,-5,0.98,0.91,0.49,0,2.51,69%,0.7,0,0,4.12,24%,0.98,0.21,5.38,17.32,14.87,4.54,13.1km,4.54,14.17,-,-,-,-
67063004,Marc Bartra,33,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Real Betis,"€1,875,000 p/a",30/6/2024,D (C),-,20,"1,697",92%,-,0.06,4.45,0.11,0.16,0%,0,25%,0.27,0.05,0.05,0.04,0,1.01,70%,0.9,0.32,0.85,5.57,62%,3.45,0.58,15.01,3.66,4.88,0.11,11.3km,1.22,3.02,-,-,-,-
27088231,Mathias Jensen,29,71 kg,180 cm,,-,DEN,English Premier League,Brentford,"€3,066,000 p/a",30/6/2027,M (C),-,20,"1,453",87%,0.06,0.3,3.47,1.61,0.31,18%,0.25,-,-1.35,0.43,0.25,0.08,0,2.23,80%,0.62,0.12,0.12,3.9,30%,1.18,0.43,9.91,13.75,10.22,0.93,13.2km,2.54,11.77,-,-,-,-
78064881,Mauro Arambarri,29,71 kg,174 cm,,-,URU,LaLiga EA SPORTS,Getafe,"€802,000 p/a",30/6/2027,"DM, M (C)",-,19,"1,514",84%,0.12,0.13,3.21,1.07,0.24,20%,0.12,45%,3.86,0.48,0.3,0.07,0,1.78,68%,0.59,0.18,0,2.68,44%,1.19,0.3,16.17,11.95,12.66,0.77,12.4km,2.91,11.24,-,-,-,-
29156522,Ebere Eze,26,69 kg,178 cm,,-,ENG,English Premier League,Crystal Palace,"€6,064,000 p/a",30/6/2026,"M (C), AM (LC)",AM (L),14,"1,035",86%,0.09,0.13,1.48,0.96,0.26,15%,0.09,7%,-1.09,0.7,0.43,0.11,0,1.48,57%,0.52,0.09,0,4.78,20%,0.96,0.09,6.61,12.09,10.35,1.22,13.3km,2.7,13.13,-,-,-,-
48043084,Boubacar Kamara,25,68 kg,184 cm,,-,FRA,English Premier League,Aston Villa,"€6,064,000 p/a",30/6/2026,"DM, M (C)",-,13,"1,042",89%,-,0.08,6.05,1.21,0.09,0%,0,-,-0.08,0,0.09,0.01,0,2.5,55%,0.26,0,0.86,5.27,56%,2.94,0.09,15.98,6.05,11.92,0.86,13.2km,4.58,10.02,-,-,-,-
43155796,Matteo Pessina,27,75 kg,187 cm,,-,ITA,Serie A enilive,Monza,"€1,797,000 p/a",30/6/2027,M/AM (C),-,19,"1,528",88%,0.12,0.07,3.77,1.41,0.06,6%,0.06,5%,-3.07,0.53,0.35,0.19,0,1.94,72%,0.65,0.06,0.06,2.95,44%,1.3,0.35,13.25,11.43,13.31,1.59,13.3km,3.12,11.9,-,-,-,-
67103336,Saúl,30,76 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€11,967,000 p/a",30/6/2025,"DM, M (RLC)",M (R),19,"1,463",86%,0.25,0.31,4.24,1.48,0.31,13%,0.25,14%,0.36,0.68,0.49,0.11,0,2.4,85%,0.74,0,0.25,3.57,60%,2.15,0.37,14.83,11.32,11.2,1.78,12.6km,3.38,11.57,-,-,-,-
67245413,Óscar Mingueza,25,75 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€1,132,000 p/a",30/6/2025,D (RC),-,21,"1,890",92%,0.05,0.03,3.52,0.19,0.1,0%,0,-,-1.88,0.1,0.1,0.09,0,1.1,82%,0.9,0.24,0.43,5.71,64%,3.67,0.52,14.24,3.33,6.14,0.24,11.6km,1,3.24,-,-,-,-
19273277,Dodo,26,71 kg,166 cm,,-,BRA,Serie A enilive,Fiorentina,"€1,920,000 p/a",30/6/2026,D/WB (R),-,19,"1,522",88%,0.24,0.14,3.78,1.6,0.24,16%,1.3,-,-0.73,0.06,0,0.04,0,3.25,77%,1.01,0.18,0.06,2.72,41%,1.12,0.71,10.58,15.14,17.33,5.03,13.2km,3.13,12.95,-,-,-,-
37076335,Jan Paul van Hecke,24,76 kg,189 cm,,-,NED,English Premier League,Brighton,"€2,729,000 p/a",30/6/2026,D (C),-,20,"1,783",95%,0.1,0.02,4.9,0.3,0.05,0%,0,-,-0.44,0.05,0.1,0.02,0,1.11,79%,0.71,0.2,0.66,6.36,79%,5,0.35,13.68,3.08,4.9,0.25,11.3km,0.76,2.83,-,-,-,-
53110135,Kristoffer Ajer,26,92 kg,196 cm,,-,NOR,English Premier League,Brentford,"€2,426,000 p/a",30/6/2027,"D (C), DM",-,18,"1,590",93%,-,0.04,4.36,0.4,-,0%,0,14%,0.36,0.11,0.06,0.04,0,1.87,83%,1.02,0.17,0.62,5.72,72%,4.13,0.34,11.09,4.02,6.79,0.17,12.5km,1.7,5.04,-,-,-,-
29175220,Morgan Gibbs-White,24,72 kg,178 cm,,-,ENG,English Premier League,Nott'm Forest,"€3,032,000 p/a",30/6/2026,M/AM (C),-,20,"1,611",84%,0.17,0.27,2.79,1.9,0.28,18%,0.11,13%,-0.52,0.78,0.67,0.25,1,1.73,66%,0.5,0.06,0.17,4.08,21%,0.84,0.17,9.61,16.15,13.41,1.56,13.9km,3.18,11.56,-,-,-,-
43123020,Davide Calabria,28,70 kg,177 cm,,-,ITA,Serie A enilive,Bologna,"€4,449,000 p/a",30/6/2027,D/WB (R),-,30,"2,054",90%,0.13,0.13,7.97,0.96,0.13,9%,0.13,-,-0.6,0.09,0.18,0.03,0,3.02,90%,0.96,0.09,0.18,3.37,62%,2.1,0.53,13.98,7.97,13.8,0.61,12.7km,2.72,8.68,-,-,-,-
78076343,Mathías Olivera,27,78 kg,184 cm,,-,URU,Serie A enilive,Napoli,"€2,720,000 p/a",30/6/2026,D/WB (L),-,16,"1,093",89%,-,0.08,5.43,1.81,0.33,14%,0.66,-,0,-,0,0,0,2.88,80%,1.48,0.08,0.33,4.03,65%,2.63,0.74,11.53,18.61,18.12,1.32,13.6km,3.13,13.5,-,-,-,-
19371031,João Gomes,23,74 kg,173 cm,,-,BRA,English Premier League,Wolves,"€3,335,000 p/a",30/6/2027,"DM, M (C)",-,17,"1,344",87%,0.13,0.1,4.02,0.94,0.27,22%,0.13,7%,-0.67,0.4,0.2,0.11,0,2.61,80%,0.54,0.07,0.2,3.55,38%,1.34,0.47,10.58,14.53,11.85,1.21,12.6km,3.55,11.32,-,-,-,-
19259600,Arthur,28,67 kg,172 cm,,-,BRA,LaLiga EA SPORTS,Girona,"€5,068,000 p/a",30/6/2024,"DM, M (C)",-,24,"1,864",89%,0.1,0.07,3.23,1.11,0.14,24%,0.19,4%,-2.44,0.39,0.43,0.17,0,1.83,67%,0.48,0.1,0.19,2.85,15%,0.43,0.19,12.07,10.86,11.78,1.3,12.7km,3.04,11.54,-,-,-,-
67276071,Miguel Gutiérrez,23,75 kg,180 cm,,-,ESP,LaLiga EA SPORTS,Girona,"€1,462,000 p/a",30/6/2026,D/WB (L),-,15,"1,201",90%,-,0.16,7.57,0.67,0.22,23%,0.3,-,-0.32,0.15,0.22,0.02,0,2.7,82%,0.45,0,0.22,4.2,68%,2.85,0.3,14.09,9.59,13.94,2.7,12.4km,2.25,9.22,-,-,-,-
28095342,Angeliño,27,69 kg,171 cm,,-,ESP,Serie A enilive,Roma,"€2,992,000 p/a",30/6/2027,D/WB/M (L),M (L),22,"1,901",89%,0.24,0.08,7.62,1.42,0.09,10%,0.14,50%,0.74,0.05,0.05,0.01,1,3.79,88%,1.56,0.14,0.14,3.46,49%,1.7,0.76,11.22,16.76,14.2,0.99,13.0km,3.03,9.47,-,-,-,-
45064891,Takumi Minamino,29,68 kg,174 cm,,Sprained knee ligaments,JPN,Ligue 1 McDonald's,AS Monaco,"€4,680,000 p/a",30/6/2025,AM (LC),-,8,"1,019",90%,0.26,0.1,2.83,1.5,0.35,9%,0.09,11%,-0.87,0.79,0.97,0.34,0,2.38,82%,0.62,0,0,3.71,19%,0.71,0.18,9.98,15.81,12.81,1.06,13.4km,3.09,10.25,-,-,-,-
67153373,Álex Moreno,31,68 kg,176 cm,,-,ESP,English Premier League,Nott'm Forest,"€5,458,000 p/a",30/6/2026,D/WB (L),-,20,"1,727",88%,0.1,0.09,6.98,1.2,0.16,19%,0.52,-,-1.1,0.1,0.21,0.06,0,3.7,76%,1.25,0.16,0.26,3.91,43%,1.67,0.52,13.34,12.04,15.01,2.03,13.1km,3.13,10.32,-,-,-,-
43093502,Gianluca Mancini,28,82 kg,190 cm,,-,ITA,Serie A enilive,Roma,"€6,480,000 p/a",30/6/2026,D (C),-,23,"1,975",95%,0.09,0.03,3.69,0.23,0.18,40%,0.09,-,-1.22,0,0.09,0.06,1,1.14,86%,0.59,0.18,1.05,7.7,78%,5.97,0.32,15.04,2.46,6.47,0.14,11.7km,1.14,2.46,-,-,-,-
29147447,Matty Cash,27,79 kg,185 cm,,-,POL,English Premier League,Aston Villa,"€4,245,000 p/a",30/6/2026,D/WB/M (R),WB/M (R),13,"1,148",89%,0.08,0.08,7.6,1.02,0.16,50%,0.86,-,-0.46,0.08,0.24,0.04,0,2.27,69%,0.71,0.08,0.16,3.92,40%,1.57,0.24,14.11,15.05,14.9,1.8,12.9km,2.67,8.07,-,-,-,-
18108540,Jonathan David,24,77 kg,177 cm,,-,CAN,Ligue 1 McDonald's,Lille,"€2,154,000 p/a",30/6/2024,"AM (RLC), ST (C)",-,22,"1,724",86%,0.16,0.12,1.62,1.15,0.1,17%,0.21,10%,0.41,0.99,0.99,0.24,0,1.72,80%,0.73,0,0,6.26,44%,2.77,0.37,3.65,13.63,9.66,2.04,12.6km,2.3,8.93,-,-,-,-
91005023,Kevin Kampl,34,65 kg,178 cm,,-,SVN,Bundesliga,RB Leipzig,"€4,488,000 p/a",30/6/2025,"DM, M/AM (C)",AM (C),8,"1,002",90%,0.09,0.1,5.93,0.9,0.27,0%,0,-,-0.12,0,0,0.01,0,2.6,78%,0.54,0.09,0,2.87,41%,1.17,0.27,12.4,5.3,12.75,0.72,12.6km,3.5,10.6,-,-,-,-
16253898,Patrick Wimmer,23,77 kg,182 cm,,Tight thigh,AUT,Bundesliga,VfL Wolfsburg,"€2,474,000 p/a",30/6/2028,AM (RL),AM (L),18,"1,261",82%,0.07,0.13,2.71,1.28,0.14,6%,0.21,20%,2.06,0.71,0.5,0.14,0,2.85,80%,0.5,0,0.07,4.43,23%,1,0.29,6.64,14.49,16.56,3.14,12.7km,4,12.56,-,-,-,-
29141827,Ezri Konsa,27,77 kg,183 cm,,-,ENG,English Premier League,Aston Villa,"€5,458,000 p/a",30/6/2027,D (RC),D (R),26,"2,133",91%,0.08,0.11,5.99,0.72,0.13,15%,0.13,-,-0.35,0.04,0.17,0.01,1,1.48,76%,0.84,0.04,0.55,6.33,74%,4.68,0.63,15.74,7.3,10.21,1.01,12.4km,1.52,6.58,-,-,-,-
71104595,Vitaliy Mykolenko,25,71 kg,180 cm,,-,UKR,English Premier League,Everton,"€6,160,000 p/a",30/6/2028,D/WB (L),-,20,"1,775",86%,0.05,0.13,4.56,0.96,0.2,15%,0.25,13%,0.25,0.1,0.25,0.04,0,4.46,86%,1.12,0.41,0.41,4.87,64%,3.09,0.86,11.92,14.55,16.53,2.03,13.1km,3.7,10.24,-,-,-,-
13158416,Joseph Aidoo,29,80 kg,184 cm,,-,GHA,LaLiga EA SPORTS,Valladolid,"€1,895,000 p/a",30/6/2025,D (C),-,20,"1,693",93%,0.05,0,3.61,0.05,0.05,-,0,-,-0.48,0,0.05,0.03,0,1.28,75%,0.58,0.05,0.43,6.01,73%,4.41,0.43,12.97,3.56,5.74,0.21,11.6km,1.28,3.14,-,-,-,-
91132680,Benjamin Henrichs,27,79 kg,183 cm,,-,GER,Bundesliga,RB Leipzig,"€3,989,000 p/a",30/6/2027,D/WB (RL),-,19,"1,524",87%,0.18,0.27,8.44,1.06,0.35,0%,0,-,-0.02,0.06,0.06,0,0,3.13,85%,1.12,0.35,0,4.49,63%,2.83,0.77,13.29,13.11,15.65,1.89,13.6km,2.36,9.04,-,-,-,-
91143519,Vitaly Janelt,26,79 kg,184 cm,,-,GER,English Premier League,Brentford,"€2,208,000 p/a",30/6/2027,"DM, M (C)",DM,20,"1,752",84%,-,0.04,3.44,1.13,0.15,14%,0.05,13%,-0.4,0.21,0.31,0.12,0,1.75,67%,0.67,0.15,0.26,3.18,56%,1.8,0.26,9.45,13.46,10.48,0.92,12.5km,3.08,12.43,-,-,-,-
27122563,Mads Roerslev,25,67 kg,184 cm,,-,DEN,Bundesliga,VfL Wolfsburg,"€1,819,000 p/a",30/6/2025,D/WB (R),-,18,"1,615",91%,0.22,0.08,7.3,0.67,0.22,20%,0.28,17%,0.47,0.11,0.17,0.03,0,2.73,80%,0.72,0,0.5,4.9,69%,3.4,0.5,15.33,12.09,14.27,2.17,12.4km,2.23,9.14,-,-,-,-
