UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
48044576,Boubakary Soumaré,25,82 kg,188 cm,,-,FRA,English Premier League,Leicester,"€3,335,000 p/a",30/6/2024,"DM, M (C)",M (C),16,"1,370",89%,-,0.02,4.14,1.31,0.07,23%,0.07,-,-1.71,0.2,0.46,0.11,0,1.71,59%,0.66,0,0.33,3.22,63%,2.04,0.46,11.63,5.91,12.22,0.46,13.2km,2.96,8.93,-,-,-,-
91132870,Ihlas Bebou,30,80 kg,185 cm,,-,TOG,Bundesliga,TSG Hoffenheim,"€1,994,000 p/a",30/6/2025,"AM (R), ST (C)",-,14,"1,139",86%,-,0.02,0.55,0.55,-,0%,0,28%,4.18,1.11,0.55,0.16,0,1.42,86%,0.32,0,0.08,6.87,20%,1.34,0.24,1.74,22.6,5.53,1.19,11.1km,1.74,7.19,-,-,-,-
67211912,Borja Mayoral,27,74 kg,182 cm,,-,ESP,LaLiga EA SPORTS,Getafe,"€875,000 p/a",30/6/2026,ST (C),-,21,"1,857",85%,0.24,0.13,0.97,0.78,0.24,22%,0.1,19%,4.14,1.94,0.87,0.39,0,1.07,69%,0.44,0.05,0.05,7.32,24%,1.74,0.1,2.76,15.46,6.69,0.73,12.0km,1.79,6.93,-,-,-,-
43269242,Tommaso Pobega,25,75 kg,188 cm,,-,ITA,Serie A enilive,Bologna,"€1,850,000 p/a",30/6/2026,"DM, M (C)",-,27,"2,066",88%,0.26,0.13,4.44,1.09,0.39,27%,0.17,-,-0.97,0.17,0.26,0.04,0,2.13,74%,0.83,0.09,0.17,3.79,61%,2.31,0.3,11.2,6.4,12.07,0.48,12.7km,2.83,9.37,-,-,-,-
18097160,Albert Sambi Lokonga,25,74 kg,183 cm,,-,BEL,LaLiga EA SPORTS,Sevilla,"€3,032,000 p/a",30/6/2024,"DM, M (C)",-,10,"1,024",90%,0.18,0.28,5.19,1.14,0.26,14%,0.09,-,-0.78,0.18,0.35,0.07,0,2.55,88%,0.88,0.09,0.09,2.2,76%,1.67,0.18,13.54,10.2,11.51,0.53,12.1km,2.99,10.46,-,-,-,-
29076104,Harrison Reed,29,74 kg,181 cm,,-,ENG,English Premier League,Fulham,"€3,032,000 p/a",30/6/2026,"DM, M (C)",-,22,"1,835",91%,-,0.07,3.43,0.69,0.05,25%,0.1,-,-0.54,0.1,0.15,0.03,0,2.89,82%,0.88,0.1,0,2.55,38%,0.98,0.54,10.54,7.6,12.7,0.29,13.3km,2.89,10.79,-,-,-,-
62142830,Vanja Milinković-Savić,27,92 kg,202 cm,,-,SRB,Serie A enilive,Torino,"€1,300,000 p/a",30/6/2025,GK,-,19,"1,651",81%,-,0,0,0,-,-,-,-,0,-,-,0,1,0.11,50%,0.76,0,0,-,-,-,-,2.83,10.03,0,-,6.0km,0,0,10,50,23,0.15
91144397,Grischa Prömel,29,75 kg,180 cm,,-,GER,Bundesliga,TSG Hoffenheim,"€1,994,000 p/a",30/6/2025,"DM, M (C)",-,21,"1,809",86%,0.2,0.1,2.59,0.8,0.25,21%,0.15,9%,-1.29,0.25,0.15,0.11,0,2.64,73%,0.7,0.1,0.25,3.38,47%,1.59,0.4,9.65,11.69,13.38,0.75,12.8km,3.48,9.6,-,-,-,-
29162667,Marcus Tavernier,25,73 kg,178 cm,,-,ENG,English Premier League,Bournemouth,"€2,426,000 p/a",30/6/2027,"M (L), AM (RLC)","M (L), AM (R)",17,"1,316",83%,0.21,0.16,2.33,1.37,0.27,12%,0.62,-,-2.01,0.48,0.68,0.14,0,2.26,80%,0.62,0,0,5.13,19%,0.96,0.27,5.2,18.05,16.62,2.74,13.1km,3.49,13.68,-,-,-,-
89046527,Joe Aribo,28,74 kg,188 cm,,-,NGA,English Premier League,Southampton,"€2,183,000 p/a",30/6/2025,AM (RLC),AM (L),22,"1,783",84%,-,0.07,1.67,0.91,0.2,16%,0.25,13%,0.3,0.25,0.25,0.14,0,1.92,79%,1.16,0,0.1,6.06,38%,2.27,0.1,7.67,24.18,12.62,1.21,12.5km,3.63,11.36,-,-,-,-
67186869,Antonio Sivera,28,75 kg,185 cm,,-,ESP,LaLiga EA SPORTS,Alavés,"€724,000 p/a",30/6/2026,GK,-,21,"1,890",87%,-,0,0,0,-,-,-,-,0,-,-,0,1,0,0%,4.14,0,0,-,-,-,-,4.76,6.52,0,-,6.6km,0,0,22,46,19,-0.14
67215898,Igor Zubeldia,27,79 kg,180 cm,,-,ESP,LaLiga EA SPORTS,Real Sociedad,"€986,000 p/a",30/6/2028,D (C),-,14,"1,541",92%,-,0.03,5.08,0.58,0.06,20%,0.06,23%,1.85,0.29,0.23,0.07,0,1.69,81%,1.11,0.41,0.35,5.61,55%,3.1,0.35,16.65,3.27,7.42,0.12,12.0km,1.81,4.32,-,-,-,-
28095341,Pablo Maffeo,27,68 kg,173 cm,,-,ARG,LaLiga EA SPORTS,Mallorca,"€1,500,000 p/a",30/6/2025,D/WB (R),-,19,"1,523",85%,0.12,0.06,6.62,0.71,0.06,8%,0.12,-,-0.84,0.06,0.06,0.05,0,2.78,76%,0.77,0.12,0,3.37,47%,1.6,0.41,9.4,18.08,14.01,1.71,12.7km,2.6,7.86,-,-,-,-
85065498,Adrien Tameze,30,78 kg,180 cm,,-,CMR,Serie A enilive,Torino,"€1,280,000 p/a",30/6/2024,"D (C), DM, M (C)",D (C),18,"1,530",88%,0.18,0.12,4.18,0.88,0.06,33%,0.12,-,-2.91,0.12,0.18,0.17,0,2.06,66%,0.53,0.12,0.06,2.47,31%,0.76,0.24,12.94,6.65,13.24,0.65,13.5km,3.12,10.12,-,-,-,-
56001681,Seamus Coleman,36,67 kg,178 cm,,Thigh strain,IRL,English Premier League,Everton,"€4,548,000 p/a",30/6/2024,D/WB/M (R),WB/M (R),15,"1,038",88%,0.09,0.09,4.86,1.13,0.09,12%,0.61,-,-0.03,0.09,0,0,0,3.12,78%,1.82,0.09,0.52,5.03,67%,3.38,0.35,10.49,17.69,18.21,1.3,12.9km,3.03,10.66,-,-,-,-
67173045,Isi Palazón,30,68 kg,169 cm,,-,ESP,LaLiga EA SPORTS,Vallecano,"€842,000 p/a",30/6/2027,"M (R), AM (RC)",AM (C),21,"1,852",84%,0.15,0.15,2.77,1.41,0.15,16%,0.63,12%,1.7,0.63,0.68,0.11,0,2.96,84%,0.34,0,0,4.47,30%,1.36,0.24,4.52,18.71,16.23,3.35,12.5km,3.84,13.41,-,-,-,-
55038655,José Sá,31,84 kg,192 cm,,-,POR,English Premier League,Wolves,"€3,942,000 p/a",30/6/2026,GK,-,14,"1,186",81%,-,0,0,0,-,-,-,-,0,-,-,0,1,0.15,29%,5.99,0,0,-,-,-,-,3.11,9.71,0,-,5.8km,0,0,9,30,10,-0.13
43159580,Rolando Mandragora,27,75 kg,183 cm,,-,ITA,Serie A enilive,Fiorentina,"€3,253,000 p/a",30/6/2028,"DM, M (C)",-,19,"1,441",93%,0.12,0.12,5.87,1.31,0.37,25%,0.12,-,-0.72,0.06,0.19,0.04,0,2.31,84%,0.81,0.12,0.06,2.94,47%,1.37,0.37,9.74,7.93,11.24,1.06,13.0km,2.56,9.74,-,-,-,-
43067331,Gianluca Caprari,31,72 kg,176 cm,,-,ITA,Serie A enilive,Monza,"€1,670,000 p/a",30/6/2024,AM (LC),-,19,"1,460",86%,0.25,0.16,2.47,1.42,0.31,14%,0.18,18%,1.58,0.8,0.43,0.27,0,2.34,81%,0.43,0,0,3.82,6%,0.25,0.18,9.49,16.46,12.39,1.36,13.2km,3.39,11.03,-,-,-,-
27129143,Casper Tengstedt,24,77 kg,184 cm,,-,DEN,Serie A enilive,Hellas Verona,"€962,000 p/a",30/6/2027,ST (C),-,14,"1,205",84%,0.07,0.09,0.9,0.52,0.15,0%,0,7%,-1.2,0.97,0.52,0.24,0,1.2,76%,0.6,0,0,9.34,38%,3.51,0.22,1.94,20.09,6.95,0.9,11.8km,1.72,7.32,-,-,-,-
29127852,Lewis Cook,27,71 kg,176 cm,,Damaged cruciate ligaments,ENG,English Premier League,Bournemouth,"€2,123,000 p/a",30/6/2027,"DM, M (C)",-,19,"1,696",92%,0.16,0.09,4.78,1.22,0.21,19%,0.11,-,-0.9,0.05,0,0.05,0,2.71,82%,0.69,0.05,0.16,3.08,17%,0.53,0.53,10.51,7.85,11.99,0.9,13.3km,2.97,10.08,-,-,-,-
958318,Oscar Trejo,36,77 kg,180 cm,,-,ARG,LaLiga EA SPORTS,Vallecano,"€877,000 p/a",30/6/2024,M/AM (C),M (C),21,"1,422",85%,0.06,0.16,2.09,1.52,0.44,0%,0,-,-3.92,0.7,0.38,0.2,0,1.58,81%,0.89,0.06,0,3.73,29%,1.08,0.38,9.94,19.75,11.65,1.52,12.3km,2.41,10.63,-,-,-,-
67228932,Kirian,28,70 kg,180 cm,,-,ESP,LaLiga EA SPORTS,Las Palmas,"€374,000 p/a",30/6/2027,M/AM (C),-,21,"1,818",84%,0.2,0.23,2.92,1.78,0.35,8%,0.05,4%,-4.46,0.89,0.74,0.32,0,1.14,61%,0.69,0.1,0,3.12,10%,0.3,0.3,10.25,19.21,13.02,1.68,13.3km,2.28,11.53,-,-,-,-
55070291,Aurélio Buta,27,66 kg,172 cm,,-,ANG,Ligue 1 McDonald's,Reims,"€1,496,000 p/a",30/6/2025,D/WB (R),-,17,"1,530",87%,0.06,0.14,6.71,0.71,0.24,5%,0.06,22%,1.09,0.29,0.18,0.05,0,3.06,79%,1.12,0.24,0.12,3.12,51%,1.59,0.71,11.94,16.71,14.41,2.47,12.4km,3,8.88,-,-,-,-
67213714,Óscar Valentín,30,72 kg,177 cm,,-,ESP,LaLiga EA SPORTS,Vallecano,"€1,486,000 p/a",30/6/2026,"DM, M (C)",-,20,"1,789",93%,0.1,0.11,3.77,0.55,-,25%,0.1,-,-0.59,0.05,0.15,0.03,0,2.47,83%,0.65,0.1,0.05,2.92,17%,0.5,0.6,12.48,7.24,12.53,0.45,13.4km,2.97,9.96,-,-,-,-
92074021,Atakan Karazor,28,76 kg,191 cm,,-,TUR,Bundesliga,VfB Stuttgart,"€1,496,000 p/a",30/6/2027,"DM, M (C)",-,24,"1,974",92%,0.14,0.09,4.74,0.68,0.32,33%,0.05,-,-0.45,0.09,0.05,0.02,0,1.87,75%,0.96,0.05,0.23,4.7,57%,2.69,0.55,11.81,6.11,11.58,0.73,12.8km,2.46,9.94,-,-,-,-
48044499,Jean-Clair Todibo,25,88 kg,190 cm,,-,FRA,English Premier League,West Ham,"€1,251,000 p/a",30/6/2026,D (C),-,21,"1,890",94%,-,0.07,4.29,0.19,0.1,0%,0,-,-0.89,0.1,0,0.04,0,1.1,85%,0.81,0.29,0.71,6.19,66%,4.1,0.57,16.81,4.1,4.71,0.19,11.7km,0.95,2.71,-,-,-,-
43280475,Alessio Zerbin,25,77 kg,182 cm,,-,ITA,Serie A enilive,Venezia,"€925,000 p/a",30/6/2024,"M (L), AM (RL)",M (L),19,"1,263",84%,0.14,0.16,2.14,1.14,0.43,14%,0.5,12%,-1.85,1,0.5,0.42,0,2.85,91%,0.78,0,0.07,5.42,43%,2.35,0.36,4.49,22.8,14.89,3.85,12.2km,3.56,12.47,-,-,-,-
67181404,Antonio Sanabria,28,76 kg,180 cm,,-,PAR,Serie A enilive,Torino,"€2,960,000 p/a",30/6/2025,ST (C),-,15,"1,148",83%,0.08,0.09,0.63,0.47,0.24,0%,0,11%,0.26,1.41,1.41,0.29,0,1.25,70%,0.47,0,0.08,6.82,47%,3.21,-,1.8,18.34,5.8,0.94,11.5km,1.8,7.6,-,-,-,-
85140284,Fodé Ballo-Touré,27,70 kg,182 cm,,-,SEN,Ligue 1 McDonald's,Havre AC,"€713,000 p/a",30/6/2024,D/WB/M (L),WB/M (L),17,"1,530",88%,0.06,0.14,6.29,0.47,0.29,18%,0.24,-,-0.46,0.06,0.06,0.03,0,2.53,88%,0.94,0,0.24,4.76,59%,2.82,1.12,11.94,12,14.47,1.53,12.0km,2,8.71,-,-,-,-
67210735,Alejandro Catena,30,78 kg,194 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€790,000 p/a",30/6/2027,D (C),-,21,"1,890",93%,-,0.04,4.24,0.29,0.05,0%,0,17%,0.48,0.05,0.1,0.02,0,1.1,85%,1.14,0.24,0.52,7.05,72%,5.05,0.81,19.76,2.1,6.05,0.33,11.7km,0.9,2.9,-,-,-,-
91184445,Josha Vagnoman,24,90 kg,190 cm,,-,GER,Bundesliga,VfB Stuttgart,"€2,069,000 p/a",30/6/2028,D/WB (RL),-,24,"2,019",89%,-,0.05,6.06,0.71,0.09,4%,0.04,-,-1.09,0.09,0.13,0.05,0,2.94,87%,1.11,0.09,0.45,4.32,59%,2.54,0.53,9,15.78,14.98,1.87,13.0km,2.18,8.74,-,-,-,-
67142544,Moi Gómez,30,73 kg,176 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€790,000 p/a",30/6/2026,"M (C), AM (LC)",M (C),16,"1,077",88%,0.33,0.36,3.59,1.5,0.25,19%,0.17,9%,-0.35,0.25,0.42,0.11,0,1.84,96%,0.75,0.08,0,2.34,25%,0.58,0.25,14.79,13.12,11.7,1,12.7km,2.34,10.61,-,-,-,-
43270506,Luca Ranieri,25,74 kg,179 cm,,-,ITA,Serie A enilive,Fiorentina,"€2,612,000 p/a",30/6/2027,"D (LC), WB (L)",D/WB (L),19,"1,626",93%,0.06,0.04,4.59,0.39,0.17,100%,0.17,-,-0.67,0.11,0.28,0.04,0,1.49,82%,0.89,0.33,0.66,6.31,69%,4.37,0.77,12.73,3.71,5.26,0.17,11.3km,1.33,3.27,-,-,-,-
96044665,Paweł Dawidowicz,29,80 kg,189 cm,,-,POL,Serie A enilive,Hellas Verona,"€380,000 p/a",30/6/2024,D (C),-,12,"1,080",93%,-,0.01,3.25,0.08,-,17%,0.08,-,-0.18,0.08,0.17,0.01,0,1.67,95%,1.5,0.67,0.75,8,78%,6.25,0.42,11.17,4.08,6,0.08,11.8km,1.33,4.25,-,-,-,-
91143563,Dennis Geiger,26,67 kg,173 cm,,-,GER,Bundesliga,TSG Hoffenheim,"€1,994,000 p/a",30/6/2026,"DM, M (C)",-,21,"1,701",86%,0.21,0.25,2.43,0.79,0.11,28%,0.37,-,-0.44,0,0.16,0.02,0,1.75,77%,0.63,0,0,2.91,40%,1.16,0.58,9.95,12.86,12.7,0.9,12.7km,2.7,10.79,-,-,-,-
19163503,Hernâni,30,77 kg,188 cm,,-,BRA,Serie A enilive,Parma,"€119,000 p/a",30/6/2025,"DM, M (C)",-,19,"1,480",89%,0.06,0.17,5.05,1.7,0.18,14%,0.06,20%,0.45,0.18,0,0.03,0,1.7,72%,0.79,0.12,0.36,3.65,57%,2.07,0.3,9.3,7.42,11.86,0.49,12.7km,2.61,10.22,-,-,-,-
92017509,Rani Khedira,30,86 kg,189 cm,,-,GER,Bundesliga,Union Berlin,"€1,257,000 p/a",30/6/2025,"DM, M (C)",-,14,"1,203",89%,0.3,0.13,3.14,0.6,0.15,0%,0,-,-0.91,0,0.07,0.07,0,1.87,60%,0.37,0.07,0.45,5.24,56%,2.92,0.37,15.56,5.46,12.79,0.75,12.8km,3.14,9.73,-,-,-,-
91126294,Maximilian Eggestein,28,77 kg,181 cm,,-,GER,Bundesliga,SC Freiburg,"€2,244,000 p/a",30/6/2027,"DM, M (C)",-,14,"1,185",86%,0.08,0.19,3.04,1.44,0.08,33%,0.3,-,-2,0.23,0.3,0.15,0,1.75,70%,0.61,0,0.15,3.19,69%,2.2,0.38,11.09,13.29,12.38,0.68,12.3km,2.73,10.48,-,-,-,-
67295600,Isaac Romero,24,75 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€988,000 p/a",30/6/2027,ST (C),-,21,"1,638",85%,0.11,0.16,0.88,0.66,0.27,10%,0.05,21%,4.29,1.81,1.04,0.37,0,1.65,91%,0.38,0,0.11,7.36,46%,3.35,0.16,2.64,16.76,6.54,1.04,12.0km,1.81,7.03,-,-,-,-
85085142,Valentin Rongier,30,70 kg,172 cm,,-,FRA,Ligue 1 McDonald's,Marseille,"€2,893,000 p/a",30/6/2025,"DM, M (C)",DM,13,"1,163",91%,-,0.06,6.89,1.24,0.15,11%,0.15,-,-0.61,0.15,0.15,0.05,0,2.63,92%,1.08,0.15,0.39,4.18,48%,2.01,0.7,14.16,12.46,14.78,1.08,12.8km,1.93,8.51,-,-,-,-
67232115,Fran Beltrán,25,64 kg,165 cm,,-,ESP,LaLiga EA SPORTS,Vigo,"€596,000 p/a",30/6/2025,"DM, M (C)",-,21,"1,711",90%,-,0.02,5.21,0.84,0.11,43%,0.16,-,-0.39,0.05,0.11,0.02,0,2.21,81%,0.79,0.05,0,3.26,26%,0.84,0.58,9.94,9.1,11.78,0.58,13.2km,2.79,9.78,-,-,-,-
95035991,Adrià Pedrosa,26,69 kg,176 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€773,000 p/a",30/6/2027,D/WB (L),-,21,"1,890",88%,0.05,0.14,8.38,0.43,0.05,12%,0.14,-,-0.93,0.1,0.19,0.04,0,2.52,80%,0.95,0,0.14,4.19,59%,2.48,0.67,12.81,13.14,13.9,1.76,12.1km,2.05,9.05,-,-,-,-
70097248,Zeki Çelik,27,78 kg,180 cm,,-,TUR,Serie A enilive,Roma,"€2,560,000 p/a",30/6/2025,D/WB (R),-,21,"1,636",90%,0.06,0.08,6.88,0.61,-,6%,0.11,-,-0.68,0,0.22,0.04,0,2.86,83%,1.54,0.06,0.22,4.51,68%,3.08,0.77,9.3,16.06,15.07,1.43,13.1km,2.26,8.75,-,-,-,-
91177383,Elvis Rexhbecaj,27,78 kg,182 cm,,-,KOS,Bundesliga,Augsburg,"€1,679,000 p/a",30/6/2027,"DM, M (C)",-,17,"1,432",90%,0.06,0.19,3.83,0.75,0.13,27%,0.13,-,-0.61,0.06,0,0.04,0,2.39,67%,0.69,0.19,0,2.64,38%,1.01,0.13,12.88,6.72,13.14,0.63,13.0km,3.46,9.43,-,-,-,-
85103818,Ludovic Ajorque,30,82 kg,196 cm,,-,FRA,Ligue 1 McDonald's,Brest,"€1,845,000 p/a",30/6/2025,ST (C),-,20,"1,668",89%,0.05,0.07,0.7,0.49,0.05,0%,0,11%,-0.18,1.29,0.76,0.33,0,1.67,86%,0.7,0,0,10.14,46%,4.69,0.11,1.78,20.4,7.18,0.97,11.4km,1.89,7.77,-,-,-,-
13136629,Taiwo Awoniyi,27,74 kg,183 cm,,-,NGA,English Premier League,Nott'm Forest,"€2,729,000 p/a",30/6/2026,ST (C),-,20,"1,661",84%,-,0.08,0.87,0.81,0.22,6%,0.05,17%,1.55,0.87,0.81,0.24,0,1.25,77%,0.43,0,0.05,7.75,38%,2.93,0.05,1.79,13.93,6.61,0.81,12.5km,1.73,6.56,-,-,-,-
67106568,Juanmi,31,63 kg,172 cm,,-,ESP,LaLiga EA SPORTS,Getafe,"€810,000 p/a",30/6/2024,"M/AM (L), ST (C)",M (L),17,"1,271",82%,0.28,0.1,2.76,1.56,0.21,24%,0.57,16%,2.56,1.2,0.85,0.17,0,1.98,72%,0.5,0,0,5.31,19%,0.99,0.14,4.6,15.58,11.61,1.63,12.1km,3.19,3.19,-,-,-,-
19290884,Tuta,25,75 kg,185 cm,,-,BRA,Bundesliga,Eintracht Frankfurt,"€1,994,000 p/a",30/6/2025,D (RC),D (R),19,"1,596",93%,0.11,0.01,4.51,0.39,0.06,0%,0,-,-0.72,0.06,0.06,0.04,0,1.13,57%,1.07,0.39,0.79,5.41,61%,3.33,0.45,14.15,2.82,6.03,0.23,11.5km,1.69,3.1,-,-,-,-
63025710,Denis Vavro,28,81 kg,189 cm,,-,SVK,Bundesliga,VfL Wolfsburg,"€1,150,000 p/a",31/12/2025,D (C),-,18,"1,555",92%,-,0.01,3.99,0.29,-,50%,0.06,11%,0.52,0.06,0.23,0.03,0,1.22,84%,0.93,0.41,0.52,7.29,72%,5.27,0.64,16.78,3.01,6.25,0.06,11.8km,0.93,2.6,-,-,-,-
67177699,Rubén Peña,33,64 kg,170 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€718,000 p/a",30/6/2024,"D/WB (RL), M/AM (R)","WB (L), M/AM (R)",21,"1,761",90%,0.2,0.17,7.31,0.97,0.15,10%,0.1,13%,0.7,0.26,0.26,0.07,0,2.61,84%,0.92,0.1,0.36,3.58,46%,1.64,0.36,15.84,11.75,14.26,0.97,13.1km,1.94,9.2,-,-,-,-
24000969,Milan Badelj,35,74 kg,186 cm,,-,CRO,Serie A enilive,Genoa,"€1,790,000 p/a",30/6/2024,"DM, M (C)",-,20,"1,538",88%,0.29,0.21,4.51,1.52,0.23,0%,0,-,-1.01,0.12,0.06,0.06,0,2.34,82%,1.05,0.06,0.7,4.92,49%,2.4,0.29,11.29,7.84,10.07,0.41,12.4km,2.81,10.42,-,-,-,-
95071289,Zito Luvumbo,22,65 kg,171 cm,,-,ANG,Serie A enilive,Cagliari,"€760,000 p/a",30/6/2026,"AM (R), ST (C)",-,20,"1,685",84%,0.21,0.12,0.85,0.69,0.05,13%,0.05,25%,5.27,1.18,0.85,0.2,0,1.18,67%,0.16,0,0,7.16,21%,1.5,0.05,1.39,20.94,5.45,0.96,11.3km,1.76,7.53,-,-,-,-
91143703,Marco Friedl,26,82 kg,187 cm,,-,AUT,Bundesliga,SV Werder,"€1,496,000 p/a",30/6/2025,D (LC),-,17,"1,364",94%,-,0.11,5.34,0.26,0.13,0%,0,-,-0.56,0.07,0,0.04,1,1.19,75%,0.92,0.4,0.26,4.75,72%,3.43,0.79,13.33,2.84,5.41,0.07,11.5km,1.06,3.37,-,-,-,-
43041142,Marco Silvestri,33,79 kg,191 cm,,-,ITA,Serie A enilive,Empoli,"€1,850,000 p/a",30/6/2024,GK,-,20,"1,800",56%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,7.45,0,0,-,-,-,-,2.45,9.6,0,-,5.6km,0,0,19,30,17,0.33
91137228,Lucas Höler,30,83 kg,184 cm,,-,GER,Bundesliga,SC Freiburg,"€1,745,000 p/a",30/6/2025,ST (C),-,15,"1,281",84%,0.07,0.09,0.7,0.35,0.28,0%,0,5%,-2.65,0.84,0.77,0.33,0,1.12,67%,0.14,0,0.07,9.13,39%,3.58,0.28,2.81,17.28,7.17,1.62,11.8km,1.69,7.1,-,-,-,-
28059634,Jamaal Lascelles,31,89 kg,188 cm,,-,ENG,English Premier League,Newcastle Utd,"€3,335,000 p/a",30/6/2024,D (C),-,14,"1,107",89%,-,0.01,4.88,0.24,0.08,0%,0,-,-0.51,0.08,0.08,0.04,0,0.57,54%,1.46,0.24,0.49,6.75,78%,5.28,0.73,10,4.55,6.02,0.08,11.6km,0.98,3.09,-,-,-,-
85010871,Nampalys Mendy,32,68 kg,168 cm,,Torn ankle ligaments,SEN,Ligue 1 McDonald's,RC Lens,"€385,000 p/a",30/6/2024,"DM, M (C)",-,14,"1,196",89%,0.15,0.12,4.52,1.05,0.23,0%,0,-,-0.28,0,0.15,0.02,0,2.26,65%,0.45,0.08,0,2.63,23%,0.6,0.45,13.92,5.34,12.19,0.9,13.1km,3.16,10.01,-,-,-,-
18113140,Aster Vranckx,22,78 kg,183 cm,,-,BEL,Bundesliga,VfL Wolfsburg,"€1,709,000 p/a",30/6/2028,"DM, M (C)",-,17,"1,339",90%,-,0.1,3.76,1.14,0.4,0%,0,20%,0.44,0.13,0.2,0.04,0,2.42,84%,0.54,0.07,0.13,3.9,36%,1.41,0.34,12.43,5.71,12.1,1.08,12.7km,2.76,8.87,-,-,-,-
37060951,Myron Boadu,23,71 kg,183 cm,,-,NED,Bundesliga,VfL Bochum,"€1,197,000 p/a",30/6/2024,"AM (RL), ST (C)",AM (RL),15,"1,006",88%,-,0.12,0.72,0.45,0.27,0%,0,-,-2.86,0.27,0.98,0.26,0,0.89,71%,0.36,0,0.18,9.75,24%,2.33,0.18,1.79,17.53,7.16,0.98,12.4km,1.34,7.07,-,-,-,-
91170086,Jonathan Burkardt,24,76 kg,181 cm,,-,GER,Bundesliga,Mainz 05,"€1,745,000 p/a",30/6/2026,ST (C),-,13,"1,033",85%,0.09,0.06,0.35,0.44,0.17,20%,0.09,12%,-0.19,0.96,0.78,0.28,0,1.05,75%,0.26,0,0,7.32,23%,1.66,0.35,1.57,21.43,7.41,1.66,12.3km,1.48,7.49,-,-,-,-
43134973,Ionuţ Radu,27,70 kg,188 cm,,-,ROU,Serie A enilive,Venezia,"€1,850,000 p/a",30/6/2024,GK,-,18,"1,620",59%,-,0,0,0,-,-,-,-,0,-,-,0,0,0.06,33%,7.72,0,0,-,-,-,-,3.67,8.33,0,-,6.6km,0,0,15,38,20,-0.44
49048381,Kiliann Sildillia,22,76 kg,186 cm,,-,FRA,Bundesliga,SC Freiburg,"€1,946,000 p/a",30/6/2028,"D (RC), WB (R)",-,13,"1,076",92%,0.08,0.18,5.69,0.67,0.42,14%,0.25,-,-1.23,0,0.08,0.1,0,2.84,89%,1.17,0.17,0.59,5.52,55%,3.01,0.33,11.88,14.22,14.72,0.67,12.9km,2.68,7.78,-,-,-,-
53102029,Andreas Hanche-Olsen,27,82 kg,185 cm,,-,NOR,Bundesliga,Mainz 05,"€997,000 p/a",30/6/2025,D (RC),D (R),16,"1,440",91%,-,0.01,4.25,0.19,-,0%,0,-,-0.6,0.06,0,0.04,0,1.06,81%,1,0.19,1.06,5.94,77%,4.56,0.56,13,3.88,4.44,0.12,10.9km,1.06,3.06,-,-,-,-
61058564,Liam Henderson,28,67 kg,183 cm,,-,SCO,Serie A enilive,Empoli,"€1,480,000 p/a",30/6/2024,M/AM (C),-,21,"1,766",84%,0.1,0.1,3.62,1.27,0.05,29%,0.25,14%,0.71,0.31,0.31,0.07,0,1.94,75%,0.61,0.05,0.2,3.87,49%,1.89,0.56,9.22,16.61,10.6,1.02,12.1km,3.01,11.11,-,-,-,-
2000053930,José Ángel Carmona,22,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€1,198,000 p/a",30/6/2028,D (RC),D (C),22,"1,980",90%,-,0.04,5.5,0.55,0.09,15%,0.23,8%,-1.85,0.27,0.27,0.18,0,2.32,70%,0.77,0.14,0.27,4.82,60%,2.91,0.64,12.5,16.55,16.18,1.68,13.1km,2.36,8.41,-,-,-,-
67158501,Lucas Torró,30,77 kg,190 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€611,000 p/a",30/6/2026,"DM, M (C)",-,21,"1,681",91%,-,0.19,3.05,0.75,0.11,6%,0.05,-,-1.28,0.11,0.21,0.07,0,1.61,59%,0.64,0,0.27,4.6,43%,1.98,0.32,16.06,12.1,10.71,0.96,12.1km,2.89,11.51,-,-,-,-
92056736,Janik Haberer,30,79 kg,186 cm,,-,GER,Bundesliga,Union Berlin,"€1,518,000 p/a",30/6/2025,M/AM (C),-,18,"1,536",84%,0.06,0.08,1.7,0.88,0.23,20%,0.12,12%,0.48,0.76,0.64,0.21,0,1.64,74%,0.47,0.12,0.06,3.81,42%,1.58,0.06,12.77,18.87,13.12,1.35,12.6km,2.87,11.02,-,-,-,-
