UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
65045842,Olwethu Mzimela,24,73 kg,186 cm,,-,RSA,DStv Premiership,AmaZulu,"€53,000 p/a",-,30/6/2026,GK,-,8,720,45%,-,0.04,0.62,0,-,-,-,-,0,-,-,-,0,0,0.32,-,-,9.62,0,0,-,-,-,-,4,8.38,0.12,-,4.4km,0,0,5,7,7,-0.32,1.5,86%,65%
2000255607,Gomolemo Kekana,19,68 kg,175 cm,,-,RSA,DStv Premiership,Sundowns,"€47,500 p/a",-,30/6/2026,M (C),-,5,550,91%,0.16,0.09,6.22,1.47,-,0%,0,17%,0.69,0.33,0.16,0.98,0.05,0,0.55,1.8,79%,0.65,0,0.33,3.93,21%,0.82,0.82,11.13,8.67,5.4,0.98,12.8km,3.27,11.78,-,-,-,-,-,-,-
2000146016,Mnelisi Ngcongco,24,86 kg,195 cm,,-,RSA,National First Division,Royal AM,"€70,500 p/a",-,30/6/2026,"DM, M (C)",-,23,"1,480",90%,0.24,0.22,3.47,1.4,0.24,12%,0.06,33%,1.96,0.3,0.18,0.12,0.06,0,3.54,2.31,79%,1.46,0.12,0.43,6.32,56%,3.53,0.49,13.01,10.34,8.03,0.43,12.0km,2.86,10.16,-,-,-,-,-,-,-
65029134,Tebogo Moerane,30,70 kg,176 cm,,-,RSA,DStv Premiership,Polokwane City,"€54,500 p/a",-,30/6/2027,D (L),-,18,"1,490",78%,0.06,0.05,4.59,0.42,0.06,7%,0.24,-,-0.3,0.18,-,0.48,0.02,0,0.84,3.14,81%,1.93,0.06,0.48,4.47,49%,2.17,1.27,13.11,11.17,9,0.91,12.6km,2.78,8.52,-,-,-,-,-,-,-
2000083496,Alphonia Lekeno,24,72 kg,182 cm,,-,RSA,National First Division,Casric Stars,"€60,500 p/a",-,30/6/2027,M/AM (R),-,24,"2,016",87%,0.04,0.12,2.37,1.52,0.18,14%,0.85,10%,-0.43,0.62,0.13,0.45,0.15,0,2.77,2.14,91%,0.94,0,0.09,5.98,28%,1.7,0.18,3.75,20.18,10.85,2.37,12.3km,2.72,9.29,-,-,-,-,-,-,-
2000145772,Liam De Kock,24,69 kg,175 cm,,-,RSA,DStv Premiership,Chippa Utd,"€36,000 p/a",€6K,30/6/2026,D (C),-,-,60,93%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,100%,-,-,-,-,25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146130,Kwanele Msomi,23,78 kg,185 cm,,-,RSA,DStv Premiership,Golden Arrows,"€38,500 p/a",-,30/6/2026,"DM, M (C)",-,9,777,86%,0.35,0.11,4.86,1.16,0.23,50%,0.12,-,-0.34,0,-,0.35,0.04,0,0.96,1.16,71%,1.62,0,0.35,5.44,57%,3.13,0.35,9.61,8.11,7.76,0.23,13.2km,2.08,7.3,-,-,-,-,-,-,-
2000173181,Rayden De Reuck,20,84 kg,193 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€27,000 p/a",-,30/6/2028,D (C),-,10,"1,021",89%,0.09,0.02,6.61,0.18,0.09,0%,0,-,-0.79,0.35,-,0,0.07,0,0.28,0.97,73%,1.06,0,1.76,8.64,80%,6.88,0.79,13.93,8.46,4.14,-,11.5km,0.97,3.17,-,-,-,-,-,-,-
65043670,Khulekani Shezi,25,67 kg,172 cm,,-,RSA,DStv Premiership,Baroka,"€37,000 p/a",-,30/6/2026,"D/WB (R), M (RC)",M (C),8,987,86%,0.09,0.17,5.84,1.37,0.46,14%,0.46,-,-0.73,0.09,-,0.27,0.07,0,1.88,1.91,78%,2.01,0.27,0.27,3.74,24%,0.91,0.46,7.57,11.03,8.3,0.46,12.9km,2.28,7.93,-,-,-,-,-,-,-
65041652,Comfort Modise,25,69 kg,174 cm,,-,RSA,DStv Premiership,Chippa Utd,"€38,500 p/a",-,30/6/2026,"D/WB (L), DM",DM,2,316,83%,-,0,3.13,0,-,0%,0,25%,0.08,0.85,0.28,0.28,0.26,1,0,1.14,67%,0.85,0,0.28,1.42,80%,1.14,0.85,5.7,8.83,9.97,0.57,12.8km,1.99,7.41,-,-,-,-,-,-,-
2000133487,Simon Ramabu,23,68 kg,176 cm,,Tight thigh,RSA,DStv Premiership,Polokwane City,"€85,500 p/a",-,30/6/2028,ST (C),-,25,"2,193",88%,0.12,0.11,0.82,0.82,0.33,18%,0.08,16%,-0.64,0.82,0.25,0.94,0.27,0,2.56,0.86,84%,0.66,0,0.04,9.89,9%,0.9,0.21,3.16,5.21,5.75,0.94,12.2km,1.31,6.77,-,-,-,-,-,-,-
65030439,Thato Lingwati,33,77 kg,184 cm,,-,RSA,National First Division,Magesi FC,"€50,000 p/a",€0,30/6/2026,D (C),-,4,515,83%,0.17,0.04,5.24,0.52,0.17,0%,0,-,-0.03,0,-,0.17,0.01,0,0.21,1.75,91%,2.1,0.52,0.52,6.82,82%,5.59,0.35,11.01,5.42,3.5,0.17,9.8km,1.57,3.5,-,-,-,-,-,-,-
65042488,Kieron Jacks,23,70 kg,175 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€38,500 p/a",-,30/6/2026,D (C),-,7,970,79%,0.09,0.04,3.25,0.28,0.19,-,0,-,-0.08,0,-,0.09,0.01,1,0.48,1.39,71%,1.76,0.09,0.19,4.27,50%,2.13,0.65,11.13,7.79,3.62,-,11.1km,1.48,3.9,-,-,-,-,-,-,-
2000146100,Siyanda Hlangabeza,23,65 kg,173 cm,,Tight hamstring,RSA,DStv Premiership,AmaZulu,"€25,000 p/a",-,30/6/2026,M/AM (R),M (R),5,635,82%,0.57,0.39,4.96,2.83,0.85,14%,1.28,15%,-0.01,0.71,0.28,0.28,0.28,0,2.76,1.84,87%,1.56,0,0,6.24,25%,1.56,0.43,5.67,16.72,14.6,3.4,13.5km,2.98,13.61,-,-,-,-,-,-,-
2000100834,Elson Sithole,24,78 kg,187 cm,,-,RSA,National First Division,Royal AM,"€73,500 p/a",-,30/6/2027,GK,-,24,"2,160",52%,-,0,0,0.04,-,-,-,-,0,-,-,-,0,2,0,0.04,25%,8.96,0,0,-,-,-,-,4.42,7.21,0,-,5.7km,0,0,11,28,15,-0.15,1.29,88%,64%
65042509,Siyanda Nyanga,23,65 kg,170 cm,,-,RSA,DStv Premiership,Polokwane City,"€41,000 p/a",-,30/6/2028,M/AM (C),AM (C),16,"1,328",84%,0.07,0.12,3.12,0.88,0.27,20%,0.14,-,-1.4,0.27,-,1.29,0.09,0,1.77,1.29,70%,0.81,0.07,0.2,2.78,41%,1.15,0.54,5.9,8.4,5.62,0.81,12.3km,2.37,10.84,-,-,-,-,-,-,-
2000289374,Siyabonga Nzama,22,65 kg,171 cm,,-,RSA,DStv Premiership,Milford FC,"€43,500 p/a",-,30/6/2026,"AM (L), ST (C)",-,21,"1,891",85%,0.24,0.31,2.62,2.14,0.52,25%,0.86,20%,3.22,1.29,0.48,1.09,0.29,0,6.53,2.24,96%,0.76,0.05,0.1,4.05,22%,0.9,0.33,4.85,9.8,9.04,3.28,12.3km,2.19,8,-,-,-,-,-,-,-
2000095327,Asanda Buthelezi,23,72 kg,184 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€40,000 p/a",-,30/6/2027,"M (C), AM (RC)","M (C), AM (R)",4,375,84%,-,0.01,2.88,0.24,-,20%,0.24,-,-0.29,0.96,-,0.24,0.07,0,0.05,1.68,100%,0,0,0,6.72,36%,2.4,0.24,2.64,7.44,6.48,2.64,12.6km,0,2.88,-,-,-,-,-,-,-
2000143228,Thifhelimbilu Magalela,21,70 kg,179 cm,,-,RSA,National First Division,Venda FC,"€31,000 p/a",-,30/6/2027,"M (R), AM (RL)","M (R), AM (L)",22,"1,746",85%,0.31,0.13,1.86,1.55,0.41,16%,0.57,16%,2.52,1.08,0.31,0.57,0.18,0,2.56,1.65,86%,1.19,0,0.1,6.7,31%,2.06,0.41,6.19,17.27,11.86,2.99,12.0km,2.37,10.41,-,-,-,-,-,-,-
65039643,Elliot Seema,33,76 kg,180 cm,,-,RSA,DStv Premiership,Polokwane City,"€57,500 p/a",-,30/6/2026,D (C),-,23,"2,078",80%,-,0.01,2.6,0.13,-,0%,0,-,-0.49,0.04,-,0.04,0.02,0,0.26,1.13,72%,2.34,0.52,0.65,6.45,54%,3.46,0.69,9.36,6.97,3.08,0.04,10.9km,0.95,3.55,-,-,-,-,-,-,-
2000145939,Puso Dithejane,21,72 kg,180 cm,,-,RSA,DStv Premiership,Swallows,"€103,000 p/a",-,30/6/2028,D (RLC),D (LC),23,"1,644",81%,-,0.08,5.64,0.99,0.16,22%,0.33,13%,0.43,0.05,0.05,0.33,0.03,1,1.41,2.46,80%,2.46,0.22,0.99,7.34,74%,5.42,0.66,13.91,10.73,7.5,0.44,12.9km,2.9,8.38,-,-,-,-,-,-,-
2000214674,Bafana Nana,24,71 kg,177 cm,,-,RSA,DStv Premiership,Polokwane City,"€45,000 p/a",-,30/6/2026,ST (C),-,-,51,90%,-,-,-,-,-,-,-,-,-0.26,-,-,-,-,0,0.15,-,50%,-,-,-,-,15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146185,Ian Makaringe,22,69 kg,177 cm,,-,RSA,DStv Premiership,Swallows,"€26,500 p/a",-,30/6/2027,M/AM (C),AM (C),16,"1,351",83%,-,0.07,3.73,0.6,0.13,0%,0,-,-0.97,0.13,-,0.47,0.06,0,1.03,1.33,83%,0.93,0.13,0.07,3.86,36%,1.4,0.6,8.46,8.66,9.73,0.73,12.9km,3.53,13.19,-,-,-,-,-,-,-
2000199204,Donay Jansen,23,68 kg,175 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€32,000 p/a",-,30/1/2028,"M/AM (R), ST (C)","M (R), ST (C)",4,361,85%,-,0.08,3.74,1.5,-,9%,0.75,-,-0.35,1,-,0.75,0.09,0,0.33,2.49,77%,0.5,0,0,4.24,35%,1.5,0.75,2.49,15.46,9.22,5.73,13.1km,1.5,8.23,-,-,-,-,-,-,-
2000100839,Nyabela Mathiba,24,65 kg,173 cm,,-,RSA,National First Division,Black Leopards,"€28,000 p/a",-,30/6/2026,M (C),-,2,571,88%,0.32,0.41,3.47,1.26,0.32,57%,0.63,9%,0.36,0.95,0.16,0.47,0.1,0,2.57,2.05,93%,1.1,0,0,3.94,28%,1.1,0.47,11.35,11.66,7.88,0.63,11.8km,3.63,10.4,-,-,-,-,-,-,-
2000264435,Alberto Cloete,24,78 kg,185 cm,,-,RSA,DStv Premiership,Golden Arrows,"€37,500 p/a",-,30/6/2026,"DM, M (C)",-,8,765,88%,-,0.03,4.94,0.71,-,20%,0.12,-,-0.49,0.12,-,0.35,0.06,0,0.26,1.76,75%,1.41,0,0.71,5.18,43%,2.24,0.24,8.82,6.94,7.88,0.12,13.4km,2.12,9.76,-,-,-,-,-,-,-
2000234096,Ntandoyenkosi Nkosi,20,61 kg,167 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€32,500 p/a",-,30/6/2026,DM,-,23,"1,935",89%,0.19,0.11,6.79,1.67,0.37,50%,0.05,-,-0.72,0.19,-,0.79,0.03,1,2.35,1.91,69%,1.91,0.05,0,1.81,23%,0.42,0.14,6.93,8.56,7.12,0.37,12.7km,2.65,8.98,-,-,-,-,-,-,-
65043311,Falakhe Tshanini,30,75 kg,187 cm,,-,RSA,DStv Premiership,Milford FC,"€45,000 p/a",-,30/6/2026,D/M (L),M (L),24,"1,958",89%,0.41,0.28,8.18,1.24,0.69,32%,0.83,-,-0.94,0.18,-,0.18,0.04,0,6.2,3.54,87%,1.65,0.23,0.74,4.6,75%,3.45,0.64,13.56,9.97,16,1.38,13.1km,2.39,6.89,-,-,-,-,-,-,-
2000142911,Kyle Bailey,21,70 kg,179 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€28,500 p/a",-,30/6/2028,M/AM (RC),"M (R), AM (RC)",5,745,87%,0.12,0.16,7.13,1.09,0.48,0%,0,-,-0.61,0.48,-,0.6,0.07,0,1.31,1.09,82%,0.6,0,0.12,2.05,65%,1.33,0.24,7.49,11.96,7.37,3.38,13.0km,1.57,7.01,-,-,-,-,-,-,-
2000179960,Kamvelethu Cele,23,69 kg,178 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€27,000 p/a",-,30/6/2027,"AM (RL), ST (C)",AM (RL),9,896,91%,0.4,0.26,1.1,1.1,0.6,18%,0.5,11%,-0.3,0.8,0.2,0.8,0.23,0,2.58,1.81,95%,0.9,0,0.1,6.23,23%,1.41,0.3,4.82,8.04,7.03,2.51,12.4km,1.41,5.32,-,-,-,-,-,-,-
2000199126,Jody Ah Shene,21,72 kg,179 cm,,-,RSA,DStv Premiership,Cape Town City,"€75,000 p/a",-,30/6/2027,ST (C),-,1,215,90%,-,0.25,2.09,1.26,0.84,0%,0,13%,0.2,2.09,0.42,0.84,0.33,0,0.59,-,-,0.84,0,0,8.79,14%,1.26,-,5.44,4.6,5.86,2.09,12.9km,0.84,3.35,-,-,-,-,-,-,-
65045279,Caleb Avontuur,22,80 kg,191 cm,,-,RSA,DStv Premiership,Golden Arrows,"€49,500 p/a",-,30/6/2027,"D (RC), DM, M (C)","D (R), M (C)",16,"1,309",88%,0.07,0.05,3.99,0.83,0.07,20%,0.07,5%,-0.3,0.48,0.07,0.14,0.09,0,0.76,1.17,71%,2.75,0,1.58,8.32,77%,6.39,0.76,10.66,7.29,7.22,0.34,12.6km,1.86,7.56,-,-,-,-,-,-,-
65040475,Dante Brown,23,72 kg,179 cm,,-,RSA,National First Division,Magesi FC,"€30,000 p/a",-,30/6/2026,D (RL),D (L),19,"1,671",83%,-,0.04,4.9,0.75,-,13%,0.43,3%,-3.06,0.32,0.05,0.59,0.22,0,0.77,2.59,91%,1.67,0.05,0.48,6.09,55%,3.34,0.38,13.41,12.93,12.28,0.75,11.7km,2.32,6.89,-,-,-,-,-,-,-
65030384,Tsheamo Mashoene,30,73 kg,181 cm,,-,RSA,DStv Premiership,Milford FC,"€52,000 p/a",-,30/6/2026,M (C),-,5,573,84%,0.16,0.21,5.81,2.2,0.94,20%,0.16,13%,-0.29,0.94,0.31,1.26,0.36,0,1.35,1.73,73%,1.1,0,0.31,2.83,11%,0.31,0.63,5.65,11.78,15.39,1.26,13.2km,2.98,10.99,-,-,-,-,-,-,-
12092147,Roland Sanou,23,72 kg,181 cm,,-,BFA,DStv Premiership,Swallows,"€44,500 p/a",-,30/6/2026,M/AM (C),-,3,413,86%,0.65,0.27,4.36,1.53,0.44,0%,0,13%,0.27,0.65,0.22,1.31,0.16,0,1.26,0.44,100%,2.18,0,0.22,5.01,39%,1.96,0.65,7.41,8.06,5.67,0.44,13.0km,1.31,7.63,-,-,-,-,-,-,-
2000286607,Juninho Koopman,22,69 kg,180 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€22,500 p/a",-,30/6/2026,AM (C),-,3,321,85%,-,0.13,3.93,1.4,0.28,100%,0.28,50%,0.57,0.28,0.28,0.28,0.12,0,0.48,1.68,100%,1.4,0,0,6.45,22%,1.4,0.56,5.89,6.73,9.81,1.12,13.9km,2.8,10.09,-,-,-,-,-,-,-
65030745,Aghmat Ceres,29,57 kg,163 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€52,000 p/a",-,30/6/2026,D (L),-,1,255,89%,-,0.05,6.35,1.06,-,13%,0.71,-,0,-,-,0,0,1,0.14,4.59,93%,0.71,0,0.35,3.18,33%,1.06,-,10.59,8.12,9.88,2.47,13.9km,3.18,13.41,-,-,-,-,-,-,-
2000277596,Andiswa Sithole,23,72 kg,179 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€39,500 p/a",-,30/6/2027,M (C),-,2,237,87%,-,0.13,4.56,1.9,0.76,0%,0,20%,0.67,0.38,0.38,1.52,0.13,0,0.35,1.52,57%,2.66,0,0.76,2.28,50%,1.14,0.38,7.97,8.35,9.87,1.52,13.7km,0.76,8.73,-,-,-,-,-,-,-
2000145921,Siyabonga Gumede,22,76 kg,185 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€36,500 p/a",-,30/6/2027,D (C),-,24,"2,060",83%,-,0.05,3.36,0.09,-,-,0,-,-1.93,0.22,-,0,0.08,1,1.04,0.79,78%,1.18,0.31,2.14,9.57,81%,7.78,0.39,11.71,7.91,3.15,0.04,10.5km,0.7,2.01,-,-,-,-,-,-,-
2000090897,Jordan Sampson,23,82 kg,189 cm,,-,RSA,National First Division,Black Leopards,"€47,000 p/a",-,30/6/2026,D (C),-,24,"2,083",86%,-,0.02,3.07,0.26,-,75%,0.13,-,-1.34,0.17,-,0.26,0.06,0,0.57,1.08,96%,1.86,0.26,0.82,9.42,58%,5.49,0.69,18.75,2.77,4.19,0.04,10.6km,1.08,2.72,-,-,-,-,-,-,-
2000128878,Mahlatse Leso,24,69 kg,177 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€39,000 p/a",€2.2K,30/6/2026,"AM (R), ST (C)",AM (R),-,23,100%,-,-,-,-,-,0%,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65030747,Shane Saralina,28,70 kg,174 cm,,-,RSA,DStv Premiership,Baroka,"€41,000 p/a",-,30/6/2026,D (RLC),D (R),15,"1,452",86%,-,0.03,4.65,0.25,0.06,5%,0.12,-,-0.9,0.12,-,0,0.06,0,0.41,2.73,83%,1.74,0.25,0.93,7.13,66%,4.71,1.24,12.02,8.8,8.8,0.56,12.6km,1.61,6.82,-,-,-,-,-,-,-
65045293,Rivaldo Present,23,78 kg,186 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€32,500 p/a",-,30/6/2026,D (RC),D (R),9,"1,052",83%,-,0.02,2.65,0.17,-,50%,0.09,-,-0.35,0.26,-,0,0.03,2,0.18,1.71,83%,3.42,0.43,0.94,6.16,60%,3.68,0.6,8.73,7.44,3.94,-,11.2km,0.86,2.65,-,-,-,-,-,-,-
65032697,Tshediso Patjie,35,80 kg,175 cm,,-,RSA,DStv Premiership,Baroka,"€46,500 p/a",-,30/6/2026,M/AM (RC),"M (RC), AM (C)",-,26,96%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,100%,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000285336,Tumelo Makgolane,21,57 kg,165 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€30,500 p/a",-,30/6/2027,AM (C),-,-,36,92%,-,-,-,-,-,-,-,50%,0.83,-,-,-,-,0,0,-,-,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2002180102,Thabo Mokhothu,17,68 kg,185 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€1,500 p/a",-,30/6/2029,ST (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000146057,Asekho Tiwani,20,67 kg,174 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€78,500 p/a",-,30/6/2027,"D (RL), WB (L)","D (R), WB (L)",17,"1,582",79%,-,0.02,4.1,0.34,0.06,2%,0.06,-,-1.32,0.17,-,0.28,0.08,1,0.38,2.28,85%,1.02,0.17,0.63,5.58,71%,3.98,0.51,11.26,9.84,9.22,0.68,12.2km,1.37,4.44,-,-,-,-,-,-,-
2002091250,Charles Zulu,18,78 kg,182 cm,,Pulled groin,MWI,National First Division,Magesi FC,"€7,500 p/a",-,30/6/2026,D (LC),-,1,90,85%,-,0,6,0,-,0%,0,-,0,-,-,0,0,0,0,1,50%,1,0,0,6,67%,4,-,7,9,12,-,12.3km,2,6,-,-,-,-,-,-,-
2002151464,Steven Masango,17,72 kg,185 cm,,-,RSA,National First Division,Royal AM,€900 p/a,-,30/6/2028,AM (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65030751,Ricardo Ndiki,30,69 kg,178 cm,,-,RSA,National First Division,Richards Bay,"€42,000 p/a",-,30/6/2026,"D (RC), WB (R), DM, M (C)","D (RC), WB (R), M (C)",-,501,88%,-,0.08,3.95,0.36,-,50%,0.18,-,-0.33,0,-,0.18,0.06,0,0.44,1.8,77%,0.9,0,0,2.87,44%,1.26,0.36,5.93,5.75,9.7,0.72,12.9km,2.51,9.7,-,-,-,-,-,-,-
65030309,Deolin Mekoa,32,61 kg,160 cm,,-,RSA,National First Division,Magesi FC,"€38,500 p/a",€3.1K,30/6/2026,"DM, M (LC), AM (RLC)","DM, M (C), AM (RC)",18,"1,633",86%,-,0.08,2.15,1.21,0.22,12%,0.39,12%,0.8,0.28,0.17,0.61,0.12,0,1.45,2.31,88%,0.83,0,0.11,7.61,28%,2.09,0.44,4.02,16.48,11.46,2.48,12.1km,3.14,10.91,-,-,-,-,-,-,-
2000225776,Mohau Nkota,21,72 kg,179 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€27,000 p/a",-,30/6/2026,ST (C),-,2,376,88%,-,0.11,0.96,1.2,-,0%,0,20%,0.58,1.2,0.48,1.2,0.34,0,0.48,1.2,71%,0,0,0,8.86,5%,0.48,-,3.83,6.46,4.07,1.91,12.4km,1.2,3.11,-,-,-,-,-,-,-
2000010101,Tariq Whiteman,23,65 kg,175 cm,,-,RSA,National First Division,AmaTuks,"€35,000 p/a",-,30/6/2026,"AM (L), ST (C)",-,6,660,86%,0.27,0.26,1.77,1.64,0.82,24%,1.23,7%,-0.07,1.09,0.14,1.09,0.15,0,1.89,2.05,83%,0.27,0,0,9.14,30%,2.73,-,4.09,14.73,9.82,2.32,12.1km,1.91,7.09,-,-,-,-,-,-,-
2000199201,Lazola Maku,19,76 kg,186 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€26,000 p/a",-,30/6/2027,"DM, M (C)",-,3,268,84%,-,0.03,2.35,0.67,-,25%,0.34,13%,0.58,0.67,0.34,1.01,0.14,0,0.1,2.69,62%,0.67,0,0,3.02,67%,2.01,0.67,8.06,7.39,8.06,0.34,13.4km,2.01,8.06,-,-,-,-,-,-,-
2000100924,Litha Manzini,22,64 kg,170 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€34,000 p/a",-,30/6/2027,"D (C), DM",-,6,558,93%,-,0.04,4.35,0.48,-,-,0,-,-0.11,0.32,-,0.32,0.02,0,0.26,1.77,79%,1.45,0,0.48,3.87,42%,1.61,0.16,6.29,3.55,5.97,0.16,12.5km,2.42,8.39,-,-,-,-,-,-,-
65045576,Kamohelo Mohoje,26,68 kg,178 cm,,-,RSA,DStv Premiership,Polokwane City,"€44,500 p/a",-,30/6/2027,AM (RL),AM (L),20,"1,472",83%,0.12,0.08,2.02,0.73,0.18,13%,0.55,6%,-1.06,0.98,0.12,1.1,0.19,0,1.38,0.98,70%,1.28,0,0,6.97,28%,1.96,0.67,5.99,11.07,10.64,1.47,13.1km,3.49,14.49,-,-,-,-,-,-,-
2000037286,Dale Wakefield,26,69 kg,176 cm,,-,RSA,National First Division,Royal AM,"€48,500 p/a",€10K,30/6/2026,AM (L),-,3,458,85%,-,0.08,1.97,1.38,0.2,20%,0.79,-,-0.85,0.2,-,0.39,0.17,0,0.41,1.38,100%,0.59,0,0,5.9,13%,0.79,0.2,4.72,13.36,10.61,2.75,12.4km,2.36,11.2,-,-,-,-,-,-,-
2000020461,Sherwin Abrahams,21,79 kg,186 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€40,000 p/a",-,30/6/2027,ST (C),-,12,"1,335",90%,0.07,0.05,0.67,0.54,0.2,0%,0,17%,0.26,1.35,0.34,0.4,0.32,0,0.79,0.74,92%,0.81,0,0.13,12.07,25%,3.03,0.13,3.03,4.79,6.27,1.01,12.0km,1.62,4.92,-,-,-,-,-,-,-
2000326409,Seluleko Mahlambi,21,77 kg,186 cm,,-,RSA,DStv Premiership,Cape Town City,"€28,000 p/a",-,30/6/2026,AM (R),-,-,53,75%,-,-,-,-,-,0%,-,-,-0.16,-,-,-,-,0,0.01,-,67%,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000117581,Keabetswe Nkogatse,20,73 kg,175 cm,,-,RSA,DStv Premiership,Milford FC,"€34,000 p/a",-,30/6/2027,D (R),-,20,"1,701",89%,0.05,0.04,7.14,0.58,0.26,17%,0.26,-,-1.03,0.21,-,0.16,0.05,0,0.75,2.06,78%,1.48,0.16,0.32,3.7,81%,3.02,0.63,10.48,8.31,10.79,0.74,12.3km,1.38,5.98,-,-,-,-,-,-,-
2000083493,Mooketsi Phindela,27,73 kg,181 cm,,-,RSA,National First Division,Upington City,"€49,500 p/a",-,30/6/2026,M/AM (C),M (C),25,"1,761",84%,0.2,0.21,2.1,1.07,0.51,32%,0.36,-,-2.53,0.36,-,0.36,0.13,0,4.09,1.12,79%,0.92,0,0,5.93,16%,0.97,0.15,12.06,17.94,7.77,1.53,13.0km,1.99,9.05,-,-,-,-,-,-,-
65045566,Phiwayinkosi Zuma,24,68 kg,175 cm,,-,RSA,National First Division,AmaTuks,"€41,000 p/a",-,30/6/2026,"D (C), DM",D (C),23,"1,424",88%,0.06,0.15,3.6,0.63,0.32,25%,0.06,25%,0.67,0.13,0.13,0.13,0.08,0,2.36,2.46,85%,0.95,0.06,0.25,4.61,26%,1.2,0.25,15.11,7.08,9.1,0.82,12.5km,2.46,8.66,-,-,-,-,-,-,-
2000250743,Allesandro Du Plessis,22,67 kg,175 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€27,000 p/a",-,30/6/2026,GK,-,-,6,0%,-,-,-,-,-,-,-,-,0,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0%,0%
2000179959,Sinamandla Zondi,23,78 kg,189 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€33,500 p/a",-,30/6/2027,"M (R), AM (RC)","M (R), AM (C)",1,132,84%,-,0.03,4.77,0.68,-,0%,0,-,-0.12,1.36,-,0.68,0.08,0,0.05,2.05,60%,2.05,0,0,3.41,40%,1.36,0.68,6.82,16.36,13.64,3.41,14.1km,2.73,7.5,-,-,-,-,-,-,-
65030603,Jason Skippers,29,70 kg,187 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€43,500 p/a",-,30/6/2026,D (C),-,18,"1,548",84%,-,0.01,2.97,0,-,0%,0,25%,0.78,0.17,0.06,0.06,0.01,1,0.2,0.81,70%,2.33,0.29,0.81,5.47,65%,3.55,0.93,10.81,7.97,2.91,0.06,10.8km,1.05,2.62,-,-,-,-,-,-,-
65042486,Bontle Molefe,23,84 kg,194 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€34,000 p/a",-,30/6/2027,GK,-,3,300,54%,-,0,0.6,0,-,-,-,-,0,-,-,-,0,0,0,0,0%,9.9,0,0,-,-,-,-,3.6,11.4,0,-,4.3km,0,0,3,5,6,-0.01,0.9,88%,93%
