UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
65045836,Bilal Baloyi,22,75 kg,183 cm,,-,RSA,DStv Premiership,AmaZulu,"€28,500 p/a",-,30/6/2026,D (C),-,20,"1,708",82%,-,0.06,4.58,0.37,0.05,67%,0.11,12%,-0.21,0.42,0.11,0.11,0.12,0,1.1,1.53,71%,1.58,0.53,1.21,8.27,68%,5.64,0.84,14.6,8.75,5.16,0.05,11.2km,1,4.22,-,-,-,-,-,-,-
65037084,Azola Ntsabo,27,68 kg,175 cm,,-,RSA,National First Division,AmaTuks,"€57,500 p/a",-,30/6/2026,D (L),-,25,"2,063",84%,0.13,0.08,5.5,1.09,0.13,9%,0.26,-,-0.38,0.04,-,0.17,0.02,0,1.78,2.53,74%,1.57,0.22,0.35,5.5,60%,3.32,1,13.48,13.22,11.3,1.13,12.3km,2.36,7.46,-,-,-,-,-,-,-
12092862,Matarr Ceesay,26,68 kg,175 cm,,-,GAM,DStv Premiership,Milford FC,"€66,500 p/a",-,30/6/2026,"DM, M (C)",M (C),22,"1,747",90%,0.1,0.12,10.51,1.34,0.31,25%,0,-,-0.73,0.41,-,0.46,0.04,2,2.31,1.75,74%,0.88,0,0.05,2.73,47%,1.29,0.1,6.13,7.62,8.96,0.52,12.5km,2.78,8.19,-,-,-,-,-,-,-
65042526,Nkosikhona Radebe,25,55 kg,161 cm,,-,RSA,DStv Premiership,Chippa Utd,"€43,000 p/a",-,30/6/2026,"D (R), M (C), AM (R)","M (C), AM (R)",4,642,92%,-,0,5.89,0,-,5%,0.14,25%,0,0.28,0.14,0.28,0.03,0,0,2.52,86%,1.26,0,0.14,3.79,15%,0.56,0.7,8.97,7.15,9.67,1.26,12.9km,1.26,4.49,-,-,-,-,-,-,-
2000159389,Wandile Duba,22,77 kg,188 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€49,500 p/a",-,30/6/2027,"AM (R), ST (C)",AM (R),4,451,91%,0.8,0.21,1.4,1.4,0.2,30%,0.6,20%,1.81,1.2,0.6,1.2,0.24,0,1.07,1.2,86%,1.2,0,0.2,7.78,49%,3.79,-,6.19,9.98,4.79,2.59,12.7km,1,6.78,-,-,-,-,-,-,-
5690921,Happy Jele,39,70 kg,181 cm,,-,RSA,National First Division,Venda FC,"€33,500 p/a",€0,30/6/2026,D (RC),-,5,430,76%,-,0.13,6.07,0.84,0.21,29%,1.26,9%,-0.02,0.21,0.21,0.84,0.21,0,0.6,1.26,50%,1.67,0.21,0.42,8.37,40%,3.35,1.05,18.42,14.23,11.72,0.84,12.5km,2.09,7.33,-,-,-,-,-,-,-
2000279448,Samukelo Kabini,21,76 kg,187 cm,,-,RSA,National First Division,TS Galaxy,"€122,000 p/a",-,30/6/2027,D (L),-,6,631,84%,-,0.12,4.14,1.14,0.29,28%,1,-,0,-,-,0,0,0,0.82,1.57,55%,2,0,0.71,8.7,56%,4.85,0.57,14.98,12.41,11.55,1.14,12.0km,2.28,7.56,-,-,-,-,-,-,-
2000194177,Luke Daniels,22,78 kg,184 cm,,-,RSA,DStv Premiership,Cape Town City,"€98,000 p/a",-,30/6/2027,ST (C),-,25,"2,193",86%,0.16,0.18,1.35,1.35,0.66,10%,0.21,22%,1.88,1.44,0.45,0.66,0.37,0,4.36,0.94,82%,0.98,0,0,9.93,21%,2.05,0.04,3.45,7.35,5.75,1.11,11.5km,0.86,3.69,-,-,-,-,-,-,-
2000090890,Aden McCarthy,22,78 kg,186 cm,,-,RSA,DStv Premiership,Kaizer Chiefs,"€77,000 p/a",-,30/6/2028,D (RC),D (R),14,"1,490",90%,0.18,0.09,7.37,0.6,0.18,19%,0.18,9%,0.03,0.48,0.06,0,0.06,0,1.53,2.36,85%,1.45,0.06,1.03,5.8,83%,4.83,0.85,14.74,9.36,4.65,0.91,11.9km,1.81,5.5,-,-,-,-,-,-,-
2000179468,Sipho Maluleke,25,68 kg,177 cm,,-,RSA,DStv Premiership,Baroka,"€58,500 p/a",-,30/6/2026,"M (R), AM (RL)","M (R), AM (L)",20,"1,642",83%,0.38,0.38,3.84,2.36,0.93,13%,1.21,15%,1.36,0.82,0.22,0.66,0.14,0,6.98,2.19,87%,1.59,0.11,0,4.82,39%,1.86,0.55,7.67,16.83,12.28,2.96,13.6km,3.73,14.31,-,-,-,-,-,-,-
65043657,Risen Albert,23,76 kg,187 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€33,500 p/a",-,30/6/2026,ST (C),-,1,188,85%,-,0.07,0.48,0.48,-,50%,0.48,25%,0.25,1.44,0.48,0,0.36,0,0.15,1.44,75%,0.96,0,0,12.93,26%,3.35,0.48,3.35,3.83,2.39,1.44,12.4km,0.48,2.87,-,-,-,-,-,-,-
65045530,Diego Appollis,25,75 kg,187 cm,,-,RSA,DStv Premiership,Milford FC,"€38,500 p/a",-,30/6/2026,"AM (R), ST (C)",AM (R),17,"1,520",86%,0.12,0.16,3.08,1.24,0.41,7%,0.24,3%,-3.61,0.83,0.06,0.53,0.27,0,2.68,0.89,83%,0.71,0,0.41,6.63,64%,4.26,0.53,3.85,11.13,7.76,2.37,12.2km,2.07,6.63,-,-,-,-,-,-,-
2000146114,Daniel Mjengu,24,65 kg,170 cm,,-,RSA,DStv Premiership,Golden Arrows,"€38,000 p/a",-,30/6/2026,D/WB (R),WB (R),8,992,87%,0.18,0.07,4.9,0.82,0.18,16%,0.73,-,-0.19,0.09,-,0.09,0.02,0,0.8,1.91,75%,2.36,0.18,0.54,4.63,59%,2.72,0.54,10.43,9.34,10.25,0.73,13.2km,2.36,7.17,-,-,-,-,-,-,-
2000119617,Hlayisi Chauke,24,74 kg,173 cm,,-,RSA,DStv Premiership,Baroka,"€45,000 p/a",-,30/6/2027,M/AM (L),M (L),17,"1,449",83%,0.37,0.33,3.54,1.49,0.56,15%,0.93,10%,-0.28,0.5,0.12,0.56,0.14,0,5.32,1.68,77%,0.87,0.06,0.06,4.91,14%,0.68,0.56,7.45,13.35,9.13,3.91,13.2km,2.3,11.8,-,-,-,-,-,-,-
65034299,Leo Thethani,27,67 kg,171 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€45,000 p/a",-,30/6/2026,"AM (RC), ST (C)","AM (C), ST (C)",6,636,81%,0.14,0.32,3.25,2.12,1.13,7%,0.71,7%,-0.44,0.85,0.14,1.13,0.2,0,2.28,0.99,88%,1.42,0,0,7.22,33%,2.41,0.14,8.07,20.38,12.03,5.24,13.6km,2.26,11.6,-,-,-,-,-,-,-
65039550,Zukile Kewuti,30,72 kg,180 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€94,500 p/a",-,30/6/2026,"WB (L), DM, M (C)",WB (L),14,"1,339",88%,0.13,0.05,6.05,0.67,0.07,25%,0.13,-,-1.14,0.34,-,0.6,0.08,0,0.81,3.02,79%,1.95,0,0.6,4.03,57%,2.29,0.27,7.46,8.07,9.41,0.47,13.2km,2.69,9.75,-,-,-,-,-,-,-
2000179465,Sydney Malivha,24,67 kg,176 cm,,-,RSA,DStv Premiership,Baroka,"€51,000 p/a",-,30/6/2027,"DM, M (C)",-,21,"1,783",88%,0.2,0.18,6.71,1.41,0.56,0%,0,5%,-0.36,0.3,0.05,0.76,0.07,0,3.49,1.62,76%,0.81,0.2,0.1,2.62,38%,1.01,0.4,8.48,7.72,8.93,0.76,13.4km,3.58,13.88,-,-,-,-,-,-,-
2000119606,Angelo Van Rooi,29,78 kg,187 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€52,500 p/a",€65K,30/6/2027,"AM (R), ST (C)",AM (R),10,926,88%,-,0.13,0.68,0.87,0.39,11%,0.19,23%,1.69,1.36,0.49,0.78,0.32,0,1.38,1.26,87%,0.58,0,0,7.78,15%,1.17,-,2.14,7,7.39,1.56,11.9km,1.17,6.22,-,-,-,-,-,-,-
2000145054,Thabang Mahlangu,20,67 kg,172 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€70,000 p/a",-,30/6/2028,"AM (R), ST (C)",ST (C),18,"1,682",87%,0.27,0.27,3.96,1.87,0.75,14%,1.12,6%,-1.45,0.7,0.11,0.86,0.18,0,4.99,2.62,91%,1.5,0.11,0,4.23,19%,0.8,0.37,6.8,10.81,13.06,3.21,12.9km,2.03,8.19,-,-,-,-,-,-,-
2000051071,Siyabonga Nkosi,23,74 kg,181 cm,,-,RSA,DStv Premiership,Sundowns,"€55,000 p/a",-,30/6/2026,"DM, M/AM (C)","DM, AM (C)",2,443,88%,0.41,0.18,4.88,1.42,0.41,33%,0.2,10%,-0.4,1.42,0.2,0.61,0.28,0,0.88,1.63,67%,1.02,0.2,0.2,5.89,55%,3.25,-,10.56,10.16,8.74,0.61,12.5km,2.84,9.95,-,-,-,-,-,-,-
65039386,Zimo Brenner,27,64 kg,171 cm,,-,RSA,DStv Premiership,Orlando Pirates,"€57,500 p/a",-,30/6/2026,"D (RL), WB (L)","D (R), WB (L)",7,"1,056",83%,0.17,0.21,7.24,1.7,0.68,24%,1.53,-,-0.25,0.09,-,0.34,0.02,0,2.45,2.47,81%,1.45,0,0.17,5.2,38%,1.96,0.94,12.61,13.04,13.47,1.19,13.1km,1.96,7.93,-,-,-,-,-,-,-
65042452,Augustine Mahlonoko,24,67 kg,176 cm,,-,RSA,DStv Premiership,Swallows,"€41,000 p/a",-,30/6/2026,M/AM (C),-,8,710,83%,0.51,0.25,2.28,1.14,0.51,36%,0.38,29%,1.84,1.01,0.76,1.14,0.53,0,1.99,2.15,85%,1.14,0.13,0,3.8,23%,0.89,0.25,6.08,9.89,7.86,0.51,13.6km,1.39,10.14,-,-,-,-,-,-,-
65034303,Renaldo Leaner,27,74 kg,184 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€47,500 p/a",-,30/6/2026,GK,-,5,450,46%,-,0,1,0,-,-,-,-,0,-,-,-,0,0,0,0.2,100%,10.8,0,0,-,-,-,-,5,13.8,0.4,-,6.1km,0,0,3,4,8,-0.24,1.4,83%,68%
2002149719,Xolisa Mkhize,18,62 kg,174 cm,,-,RSA,DStv Premiership,Chippa Utd,"€1,500 p/a",-,30/6/2028,AM (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65042759,Samkelo Mgwazela,25,73 kg,181 cm,,-,RSA,DStv Premiership,Baroka,"€71,500 p/a",-,30/6/2028,D (RC),D (C),22,"1,721",87%,0.21,0.07,5.18,0.84,0.16,14%,0.26,6%,-0.22,0.21,0.05,0.1,0.06,3,1.29,2.14,79%,1.46,0.16,0.94,8.47,74%,6.28,0.37,13.65,9.15,9.41,0.26,12.7km,1.99,6.9,-,-,-,-,-,-,-
65045554,Thabiso Sesane,25,80 kg,192 cm,,-,RSA,DStv Premiership,Polokwane City,"€78,000 p/a",-,30/6/2028,D (C),-,21,"1,617",79%,-,0.02,2.67,0.22,0.06,-,0,-,-1.25,0.22,-,0.06,0.07,2,0.39,1.5,93%,2.23,0.28,1.78,9.46,81%,7.68,1.17,13.58,8.35,2.45,-,10.8km,0.78,3.06,-,-,-,-,-,-,-
65045840,Keletso Sifama,22,70 kg,172 cm,,-,RSA,DStv Premiership,Sekhukhune Utd,"€48,500 p/a",-,30/6/2027,"AM (RC), ST (C)","AM (C), ST (C)",3,263,81%,-,0.16,2.05,1.71,0.34,9%,0.34,-,-0.67,1.03,-,2.05,0.23,0,0.48,0.68,100%,0,0,0,6.16,11%,0.68,-,4.79,8.9,7.19,1.37,11.9km,1.03,5.48,-,-,-,-,-,-,-
2000152927,Dan Ndhlovu,23,71 kg,180 cm,,-,RSA,DStv Premiership,Swallows,"€95,000 p/a",-,30/6/2028,D/M/AM (L),D (L),14,"1,320",83%,0.14,0.13,3.34,1.36,0.48,22%,0.68,8%,-0.26,0.27,0.07,0.41,0.09,0,1.84,2.32,85%,1.36,0.2,0.07,4.98,44%,2.18,0.61,7.23,9.48,4.23,1.64,12.3km,1.91,8.05,-,-,-,-,-,-,-
2000281842,Siyanda Mthanti,22,66 kg,176 cm,,-,RSA,DStv Premiership,Golden Arrows,"€78,500 p/a",-,30/6/2028,"M (R), AM (RL)","M (R), AM (L)",6,707,83%,0.25,0.29,1.78,1.4,0.76,20%,0.89,17%,0.94,0.51,0.25,0.89,0.13,0,2.26,2.04,76%,1.53,0,0,6.24,33%,2.04,0.76,8.15,13.37,8.53,3.69,13.8km,4.2,15.79,-,-,-,-,-,-,-
2002085356,Samkelo Ncube,18,69 kg,179 cm,,-,RSA,DStv Premiership,Sundowns,"€1,500 p/a",-,30/6/2027,M (L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65028563,Thakasani Mbanjwa,29,80 kg,190 cm,,-,RSA,DStv Premiership,Swallows,"€67,000 p/a",-,30/6/2026,GK,-,23,"2,028",36%,-,0.02,1.2,0,-,-,-,-,0,-,-,-,0,0,0.52,0,0%,10.12,0,0,-,-,-,-,5.59,15.4,0.04,-,4.3km,0,0,20,61,48,-0.38,2.84,81%,70%
65037133,Mswati Mavuso,25,72 kg,175 cm,,Pulled calf muscle,RSA,DStv Premiership,Baroka,"€38,500 p/a",-,30/6/2026,"D (C), DM, M (C)",D/M (C),16,"1,296",88%,0.07,0.08,6.25,0.83,0.28,50%,0.14,10%,-0.45,0.69,0.14,0.9,0.17,1,1.13,0.97,74%,1.81,0.07,0.07,2.57,41%,1.04,0.49,7.78,7.92,7.99,0.62,13.1km,3.19,10.28,-,-,-,-,-,-,-
65036847,Samuel Darpoh,28,71 kg,178 cm,,-,GHA,National First Division,Royal AM,"€78,000 p/a",-,30/6/2027,"DM, M (C)",-,22,"1,832",90%,0.05,0.11,3.39,1.08,0.1,0%,0,8%,-0.4,0.15,0.05,0.2,0.07,0,2.27,2.46,83%,1.18,0.1,0.05,3.64,28%,1.03,0.34,11.64,10.71,8.74,0.59,12.0km,3.09,8.5,-,-,-,-,-,-,-
2000269540,Thabo Nkwana,23,75 kg,187 cm,,-,RSA,DStv Premiership,Swallows,"€97,000 p/a",-,30/6/2028,ST (C),-,26,"2,132",83%,0.13,0.09,0.76,0.76,0.25,18%,0.21,8%,-3.6,1.1,0.25,0.68,0.41,0,2.18,0.76,86%,0.72,0,0.25,11.82,63%,7.47,0.04,3.8,7.22,5.53,1.35,12.1km,1.31,6.71,-,-,-,-,-,-,-
2000145774,Lance Weaver,26,67 kg,176 cm,,Pulled calf muscle,RSA,DStv Premiership,Swallows,"€44,500 p/a",-,30/6/2026,M (C),-,20,"1,665",86%,0.05,0.12,4.27,1.08,0.27,17%,0.11,-,-1.09,0.32,-,0.7,0.06,0,2.14,2.38,85%,1.89,0.11,0.32,2.86,34%,0.97,0.43,8.54,8.05,8.49,0.27,13.0km,3.08,12.81,-,-,-,-,-,-,-
2000285146,Shakeel April,20,65 kg,180 cm,,-,RSA,DStv Premiership,Cape Town City,"€49,500 p/a",-,30/6/2027,M/AM (R),M (R),-,221,75%,0.41,0.27,3.67,2.85,0.41,10%,1.22,-,-0.05,0,-,0.41,0.02,0,0.66,0.41,50%,1.22,0,0,6.11,20%,1.22,-,2.85,15.48,11.4,4.07,14.3km,2.44,6.92,-,-,-,-,-,-,-
2000294632,Jabu Mokone,20,57 kg,162 cm,,-,RSA,National First Division,TS Galaxy,"€42,000 p/a",-,30/6/2026,"D (RC), WB/M (R)","D (C), WB/M (R)",19,"1,728",85%,0.05,0.03,5.1,0.94,0.05,10%,0.47,6%,-4.47,0.42,0.1,0.52,0.25,0,0.6,2.24,83%,2.03,0.05,0.16,5.21,40%,2.08,0.68,12.34,12.4,14.32,0.83,12.5km,2.19,6.3,-,-,-,-,-,-,-
2000085015,Simphiwe Mambane,22,71 kg,180 cm,,-,RSA,National First Division,AmaTuks,"€63,500 p/a",-,30/6/2027,M/AM (L),M (L),18,"1,336",88%,0.07,0.12,2.29,1.01,0.34,11%,0.47,18%,3.22,1.01,0.47,0.54,0.25,0,1.84,1.55,88%,0.74,0,0.07,6.94,24%,1.68,0.67,5.93,14.62,11.45,3.97,12.3km,2.22,11.52,-,-,-,-,-,-,-
65045451,Siphelo Baloni,26,74 kg,186 cm,,-,RSA,DStv Premiership,Milford FC,"€44,000 p/a",-,30/6/2026,"DM, M (C), AM (LC)","DM, AM (L)",9,770,85%,0.12,0.17,4.91,1.52,0.58,17%,0.23,16%,0.46,1.17,0.35,0.58,0.3,0,1.43,1.29,69%,0.94,0,0.58,3.39,83%,2.81,0.12,6.78,11.1,8.88,2.1,13.0km,1.99,9.47,-,-,-,-,-,-,-
65045545,Samukelo Xulu,25,79 kg,191 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€45,000 p/a",-,30/6/2026,GK,-,3,300,35%,-,0,0.3,0,-,-,-,-,0,-,-,-,0,0,0,0,0%,9.3,0,0,-,-,-,-,3,14.1,0,-,4.5km,0,0,1,3,2,0.3,0.6,78%,75%
65040472,Bongolwethu Siyasi,23,71 kg,170 cm,,-,RSA,DStv Premiership,Maritzburg Utd,"€143,000 p/a",-,30/6/2028,D (RC),-,19,"1,518",80%,0.18,0.14,5.57,1.19,0.36,15%,0.59,14%,0.25,0.18,0.06,0.24,0.04,0,2.37,2.96,81%,1.72,0.42,0.24,5.28,49%,2.61,0.53,10.2,10.73,7.59,1.13,12.1km,1.13,4.92,-,-,-,-,-,-,-
2000287171,Sabelo Sithole,23,59 kg,162 cm,,-,RSA,DStv Premiership,Swallows,"€49,000 p/a",-,30/6/2027,D (L),-,19,"1,691",85%,0.05,0.09,4.79,0.69,0.16,22%,0.21,-,-0.41,0,-,0.27,0.02,1,1.69,2.34,83%,1.38,0.16,0.16,3.25,26%,0.85,0.75,9.21,7.88,9.79,0.37,12.9km,2.55,8.09,-,-,-,-,-,-,-
2000297088,Ayanda Jiyane,24,79 kg,186 cm,,-,RSA,National First Division,NB La Masia,"€31,000 p/a",-,30/6/2026,D (C),-,21,"1,530",84%,-,0.01,3.41,0.35,0.06,0%,0,-,-0.55,0.18,-,0.18,0.03,1,0.24,1.12,76%,1.71,0.35,1.12,9.53,77%,7.35,0.41,13.47,3.47,4.12,0.12,10.3km,1.35,3,-,-,-,-,-,-,-
65042796,Boiki Modisakeng,26,71 kg,180 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€46,500 p/a",-,30/6/2026,D (R),-,5,521,83%,-,0.06,6.05,0.52,-,10%,0.35,-,-0.16,0.17,-,0.35,0.03,0,0.35,1.73,71%,1.9,0,0.52,6.05,83%,5.01,1.21,11.23,11.57,13.3,-,13.7km,0.86,4.49,-,-,-,-,-,-,-
2000146135,Samkelo Mzolo,22,54 kg,160 cm,,-,RSA,DStv Premiership,Golden Arrows,"€84,000 p/a",-,30/6/2027,"M/AM (C), ST (C)","M (C), ST (C)",13,"1,076",87%,0.08,0.07,1.84,0.92,0.17,17%,0.25,19%,1,0.84,0.42,1.17,0.33,0,0.85,0.92,79%,1,0.08,0,5.69,13%,0.75,0.33,5.6,9.37,7.11,1.25,13.6km,2.26,9.87,-,-,-,-,-,-,-
13198681,Cheick Ouédraogo,30,73 kg,180 cm,,-,BFA,DStv Premiership,Baroka,"€71,500 p/a",-,30/6/2026,"D (LC), WB (L), DM, M/AM (L)","DM, M/AM (L)",21,"1,608",87%,-,0.04,5.71,0.45,0.06,20%,0.06,25%,1.04,0.17,0.11,0.28,0.05,0,0.76,2.35,88%,1.46,0.11,0.28,4.53,52%,2.35,0.9,10.35,8.28,7,0.73,12.7km,2.35,8.45,-,-,-,-,-,-,-
2000054058,Kayden Francis,22,55 kg,160 cm,,-,RSA,DStv Premiership,Chippa Utd,"€75,000 p/a",-,30/6/2026,"AM (RL), ST (C)","AM (L), ST (C)",11,"1,201",86%,0.3,0.18,3.82,1.2,0.67,16%,1.05,13%,-0.22,0.52,0.15,0.37,0.17,0,2.44,1.72,82%,0.97,0,0,3.45,15%,0.52,0.45,6.22,14.99,6.74,4.8,12.8km,1.8,8.47,-,-,-,-,-,-,-
65037493,Thato Khiba,29,77 kg,187 cm,,-,RSA,National First Division,Magesi FC,"€46,500 p/a",€2.5K,30/6/2026,D/WB (R),-,6,558,86%,-,0.04,5.48,0.65,-,5%,0.32,-,-1.27,0.32,-,0.48,0.2,0,0.24,1.45,90%,0.97,0.16,0.32,6.45,33%,2.1,0.16,7.9,14.19,10.32,1.29,11.9km,1.61,6.77,-,-,-,-,-,-,-
65034305,Colin Ryan,30,68 kg,178 cm,,-,RSA,National First Division,Venda FC,"€45,500 p/a",€3K,30/6/2026,"AM (C), ST (C)",ST (C),5,696,87%,-,0.07,2.07,1.16,0.52,22%,0.26,20%,0.76,0.52,0.26,0.13,0.16,0,0.58,1.55,75%,1.29,0,0,5.69,18%,1.03,-,10.86,20.17,11.12,1.16,13.4km,3.49,8.28,-,-,-,-,-,-,-
2000145930,Ntando Nkosi,21,70 kg,184 cm,,-,RSA,DStv Premiership,Sundowns,"€68,500 p/a",-,30/6/2026,AM (LC),-,4,460,85%,0.2,0.23,3.33,1.17,0.59,16%,1.17,33%,1.39,0.78,0.39,0.39,0.12,0,1.16,3.52,86%,0.59,0.39,0,3.33,53%,1.76,0.2,6.65,13.11,13.5,3.33,13.3km,3.33,8.22,-,-,-,-,-,-,-
2000058184,Roy-Keane Avontuur,22,68 kg,176 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€33,500 p/a",-,30/6/2026,"AM (RL), ST (C)",AM (L),1,65,89%,-,-,-,-,-,20%,-,-,0,-,-,-,-,0,0.08,-,75%,-,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2000199190,Azola Jakalashe,21,74 kg,184 cm,,-,RSA,DStv Premiership,Stellenbosch FC,"€78,000 p/a",-,30/6/2026,ST (C),-,3,632,89%,0.28,0.2,1,0.85,0.28,10%,0.14,23%,1.8,2.42,0.85,1.85,0.6,0,1.38,0.71,83%,0.71,0,0,5.27,19%,1,-,2.56,10.11,3.99,2.56,11.9km,1.57,4.98,-,-,-,-,-,-,-
2000247679,Ngoanamello Rammala,26,69 kg,178 cm,,-,RSA,DStv Premiership,AmaZulu,"€39,500 p/a",€3.5K,30/6/2026,D/WB/M/AM (L),M (L),5,653,81%,0.14,0.14,4.55,1.38,0.28,13%,1.1,9%,-1.08,0.69,0.14,0.55,0.29,0,1.05,1.93,78%,1.1,0,0,5.79,52%,3.03,0.83,10.89,13.92,11.44,1.93,13.6km,3.31,10.2,-,-,-,-,-,-,-
2000100925,Obakhe Tshaya,22,73 kg,180 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€39,500 p/a",-,30/6/2028,"D (RC), DM",D (R),21,"1,670",86%,0.05,0.07,3.45,0.65,0.22,29%,0.11,10%,0.14,0.38,0.11,0.49,0.1,0,1.23,1.46,93%,2.43,0.11,0.92,6.36,79%,5.01,0.65,10.24,8.14,5.01,0.38,12.2km,2.53,7.44,-,-,-,-,-,-,-
2000113438,Phila Dlamini,27,71 kg,176 cm,,-,RSA,DStv Premiership,Chippa Utd,"€45,500 p/a",-,30/6/2026,"DM, M (C)",-,6,904,89%,-,0.13,5.58,1.1,0.4,10%,0.1,18%,1.43,1,0.3,1,0.16,1,1.33,1.99,74%,1,0.2,0.1,2.89,34%,1,0.3,8.26,8.96,9.76,0.9,13.6km,1.99,8.86,-,-,-,-,-,-,-
65043328,Kgotso Maloka,26,62 kg,170 cm,,-,RSA,National First Division,Upington City,"€49,000 p/a",-,30/6/2026,AM (R),-,25,"2,049",84%,0.09,0.13,2.59,1.8,0.31,9%,0.44,16%,2.74,0.88,0.4,0.83,0.27,0,2.93,1.67,73%,0.97,0,0,5.97,26%,1.54,0.4,6.19,15.07,11.73,3.82,12.4km,3.25,10.85,-,-,-,-,-,-,-
2000145924,Omega Mdaka,22,73 kg,184 cm,,-,RSA,DStv Premiership,SuperSport Utd,"€48,500 p/a",-,30/6/2026,"D/WB (L), M/AM (LC)","D/WB (L), M (C)",1,182,91%,-,0.32,0.99,0.99,0.99,12%,0.99,-,-0.44,0.99,-,0.49,0.22,0,0.64,0.99,33%,0.99,0,0,4.45,67%,2.97,0.49,5.44,12.86,8.41,1.48,13.7km,2.47,7.42,-,-,-,-,-,-,-
65036465,Phoka Mofokeng,30,75 kg,165 cm,,-,RSA,National First Division,Casric Stars,"€49,500 p/a",-,30/6/2026,D/WB (L),WB (L),22,"1,905",85%,0.14,0.16,4.87,0.85,0.24,16%,0.57,-,-0.47,0.05,-,0,0.02,0,3.4,2.22,78%,1.7,0.09,0.43,5.72,55%,3.17,1.42,11.01,14.6,10.2,0.85,11.8km,1.94,7.28,-,-,-,-,-,-,-
2000119096,Mpho Chabatsane,24,72 kg,183 cm,,-,RSA,DStv Premiership,Cape Town Spurs,"€36,000 p/a",-,30/6/2026,"D/WB (R), DM","WB (R), DM",11,"1,351",85%,-,0.05,4.13,0.93,0.07,4%,0.07,11%,0.14,0.33,0.13,0.73,0.12,1,0.78,1.53,72%,2.26,0,0.47,5.53,63%,3.46,0.73,12.19,8.79,10.39,0.6,13.3km,2,7.59,-,-,-,-,-,-,-
65046032,Aviwe Mqokozo,24,70 kg,176 cm,,-,RSA,DStv Premiership,Chippa Utd,"€43,500 p/a",€2.4K,30/6/2026,"AM (R), ST (C)",AM (R),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65013645,Sibusiso Kumalo,35,68 kg,172 cm,,-,RSA,National First Division,Magesi FC,"€46,000 p/a",€0,30/6/2026,"DM, M (C)",-,2,162,82%,-,0.07,2.78,0,0.56,-,0,-,0,-,-,0,0,0,0.13,0.56,33%,0.56,0,0,5,11%,0.56,1.11,5,10,8.89,-,12.7km,1.67,10.56,-,-,-,-,-,-,-
2000083509,Khomotjo Lekoloane,25,75 kg,187 cm,,-,RSA,DStv Premiership,Milford FC,"€62,500 p/a",-,30/6/2027,M (C),-,21,"1,679",86%,0.27,0.24,5.84,1.77,0.75,30%,0.32,17%,2.45,0.75,0.32,1.23,0.19,0,4.56,2.09,83%,0.7,0.11,0.05,2.47,48%,1.18,0.43,7.34,10.35,10.99,1.66,12.8km,2.73,11.95,-,-,-,-,-,-,-
2000151662,Samkelo Dlamuka,22,78 kg,187 cm,,-,RSA,DStv Premiership,AmaZulu,"€45,500 p/a",-,30/6/2026,"AM (R), ST (C)",AM (R),5,621,81%,-,0.11,0.87,1.01,0.14,40%,0.29,27%,1.87,1.45,0.58,1.16,0.31,0,0.73,0.72,71%,0.58,0,0,13.77,39%,5.36,0.43,3.33,10.14,4.2,0.87,11.8km,1.16,6.81,-,-,-,-,-,-,-
2000166848,Sandile Shiba,24,84 kg,196 cm,,Pulled groin,RSA,National First Division,Hungry Lions,"€36,500 p/a",-,30/6/2026,D/WB (R),WB (R),21,"1,858",86%,-,0.02,5.72,0.87,-,19%,0.78,3%,-3.13,0.15,0.05,0.39,0.2,0,0.4,2.33,89%,1.5,0.1,0.97,7.27,74%,5.38,0.53,10.08,15.31,11.29,0.73,12.3km,2.18,6.44,-,-,-,-,-,-,-
