name,uid,posessionWonPer90,tackleRating,headersWonRatio,keyPasses,openCrossesRatio,openSucessfullCrosses90,sprints,dribbles,badges,ratingScores
Eduardo Camavinga,49056243,22.21,8.48,29.51,86.16,90.34,61.05,61.48,71.78,,{}
Joško Gvardiol,24060473,77.25,88.2,89.27,35.3,52.15,25.54,31.65,35.41,wide defender,{"wide defender":85}
Nuno Mendes,83261910,92.81,53.76,39.16,85.52,93.45,75.75,44.1,90.45,,{}
Levi Colwill,28124573,45.17,37.88,69.53,27.68,97,40.67,10.19,26.93,,{}
Alan Petterson,2002074491,70.82,91.09,53.65,71.78,73.71,73.28,45.6,69.85,,{}
Jorrel Hato,2000105654,39.06,19.74,58.69,47,14.7,38.63,48.61,49.25,,{}
Marc Guéhi,28108033,38.52,53.76,56.33,20.06,6.65,7.08,15.13,17.49,,{}
Jurriën Timber,37063644,13.2,24.36,30.9,22.1,61.7,43.03,16.2,18.35,,{}
Sven Botman,37063649,33.37,24.36,49.14,48.82,6.65,7.08,33.58,8.05,,{}
Piero Hincapié,86066853,40.67,79.61,56.33,41.31,73.71,31.12,17.7,36.37,,{}
Nico Schlotterbeck,92088306,41.52,46.24,91.31,75.11,31.97,56.33,48.18,54.72,,{}
Miloš Kerkez,2000011147,56.01,62.12,36.91,95.06,61.7,97.53,95.82,99.46,,{}
Jeremie Frimpong,28113828,50.21,75.21,12.23,77.36,65.56,50.86,57.51,97.32,,{}
Micky van de Ven,37084591,77.79,24.36,76.18,80.26,69.64,45.39,56.12,75.86,,{}
Alphonso Davies,20041862,89.27,62.12,58.69,72.53,61.7,38.63,46.46,98.28,,{}
Gonçalo Inácio,83228731,85.3,24.36,91.31,34.23,47.75,23.71,19.21,26.93,,{}
Castello Lukeba,49056273,26.29,37.88,61.27,9.98,84.66,14.38,7.73,2.36,,{}
Vinicius,2002119900,84.66,69.85,89.27,20.06,90.34,33.05,18.78,40.77,,{}
Tomos Cartwright,2002074503,92.38,30.04,64.06,89.91,56.87,91.42,86.8,94.31,,{}
Jakub Kiwior,96102946,23.71,16.09,87.23,48.82,84.66,28.97,18.45,31.76,,{}
Fabiano Parisi,43429372,79.83,62.12,27.15,90.24,47.75,84.87,90.02,97.96,,{}
Theo Hernández,67211695,89.27,53.76,39.16,75.64,41.63,84.33,66.09,87.12,,{}
Lorenzo Pirola,43425720,39.48,6.44,79.51,26.82,94.96,34.87,20.71,19.85,,{}
Tino Livramento,28124569,84.01,30.04,56.33,72.53,31.97,52.25,74.68,64.48,,{}
Amar Dedić,16283629,90.24,69.85,64.06,44.85,89.38,49.03,25.64,53.22,,{}
Javlon Clement-Peter,2002075095,99.46,53.76,87.23,44.85,25.86,31.12,26.82,51.61,,{}
Takehiro Tomiyasu,45095490,56.33,53.76,46.89,67.38,14.7,36.48,72.21,74.68,,{}
Nicola Zalewski,43426126,7.83,53.76,2.68,92.38,52.15,86.48,73.61,95.39,,{}
Victor Kristiansen,27161400,96.46,46.24,81.97,83.69,28.76,85.52,78.22,61.8,,{}
Jesús Vázquez,95078288,88.41,53.76,72.53,82.19,73.71,66.95,56.76,84.87,,{}
Simone Repossi,2002073451,57.51,69.85,79.51,91.31,52.15,93.56,57.51,90.13,,{}
Nicolás Valentini,14241918,36.37,8.48,56.33,25.11,61.7,20.39,22.42,9.98,,{}
Flavius Daniliuc,91172522,87.02,30.04,76.18,59.98,84.66,86.16,60.41,64.06,,{}
Callum Doyle,2000036812,77.25,62.12,79.51,52.58,52.15,20.39,55.9,67.7,,{}
Josip Stanišić,91190673,52.79,62.12,72.53,48.82,35.94,25.54,53.22,44.42,,{}
Destiny Udogie,43426047,94.42,79.61,89.27,43.67,41.63,40.67,64.27,84.23,wide defender,{"wide defender":88}
Max Aarons,29173977,38.52,24.36,18.88,43.67,41.63,65.99,73.93,78.54,,{}
Marc Cucurella,67215284,41.85,46.24,21.89,79.61,69.64,36.48,70.39,47.75,,{}
Jakub Kamiński,96121228,7.19,46.24,3.22,86.8,88.2,90.56,59.12,92.81,,{}
Vanderlan,19398966,78.76,46.24,97.42,64.27,79.4,73.28,62.12,88.09,,{}
Jan Divíšek,37084936,96.67,24.36,53.65,90.67,56.87,90.02,97.75,86.16,,{}
Tom Rothe,2000146948,78.33,37.88,69.53,96.35,56.87,98.82,78,81.76,,{}
Evan N'Dicka,48032198,36.37,46.24,53.65,38.2,6.65,7.08,33.05,23.82,,{}
Tyrick Mitchell,28111507,52.25,53.76,17.49,63.41,65.56,58.48,59.44,65.88,,{}
Elias Jelert,27161401,46.78,75.21,11.48,80.26,88.2,65.99,66.42,87.55,,{}
Pascal Struijk,37059452,63.95,91.09,66.85,33.26,69.64,49.03,42.38,46.57,,{}
Branislav Vlajić,2002075679,95.92,19.74,66.85,81.12,56.87,90.02,92.6,91.31,,{}
Rayan Aït-Nouri,49047581,33.8,37.88,43.03,79.18,84.66,90.99,67.7,68.67,,{}
Diogo Dalot,83105845,56.01,62.12,66.85,66.42,41.63,62.88,91.09,49.25,,{}
Wassim,2002124575,62.23,69.85,6.65,41.31,41.63,33.05,33.8,64.48,,{}
Kristoffer Lund,27139789,99.89,53.76,87.23,78.54,56.87,83.58,99.03,81.44,,{}
Malang Sarr,48036830,74.36,62.12,34.87,59.98,56.87,31.12,55.04,71.14,,{}
Michael Kayode,2000023588,79.83,53.76,32.83,94.42,31.97,91.85,97.96,96.89,,{}
Alessandro Buongiorno,43270682,55.26,24.36,72.53,14.16,41.63,15.67,12.77,12.12,,{}
Joe Scally,72051619,94.96,62.12,81.97,70.17,56.87,80.26,82.08,73.07,,{}
Colin Penot,2002123982,92.6,37.88,91.31,67.38,95.71,58.48,35.3,47.53,,{}
Thierry Rendall Correia,83111501,97.1,37.88,79.51,93.03,56.87,88.52,99.46,79.61,,{}
Murillo,2000123482,76.5,12.98,76.18,31.65,41.63,36.48,36.16,43.03,,{}
Mads Møller,2002072806,89.59,79.61,58.69,84.55,73.71,43.03,59.98,65.13,,{}
Omar Campos,2000030216,88.73,16.09,51.29,76.82,47.75,79.29,60.94,72.64,,{}
Quilindschy Hartman,37071180,88.41,84.33,61.27,70.49,88.2,79.29,47.32,54.18,,{}
José Marsà,67279755,37.88,24.36,58.69,65.24,56.87,25.54,27.58,44.42,,{}
Rico Lewis,2000098727,65.34,53.76,12.23,65.24,65.56,47.1,53.54,86.7,,{}
Kazımcan Karataş,70131625,93.88,46.24,87.23,63.41,41.63,81.12,94.85,81.12,,{}
Ferdi Kadıoğlu,37060600,76.07,6.44,17.49,96.89,47.75,90.56,95.17,87.12,,{}
Chris Richards,72051563,29.29,12.98,66.85,43.67,31.97,43.03,37.45,46.03,,{}
Prince Aning,2000013543,82.08,79.61,28.33,89.59,69.64,87.23,62.98,79.18,,{}
Marcus Holmgren Pedersen,53161610,64.91,37.88,76.18,85.52,73.71,96.14,99.89,83.69,wing back,{"wing back":88}
Miguel Gutiérrez,67276071,47.32,53.76,53.65,56.33,84.66,64.16,31.22,58.91,,{}
Kilian Fischer,91207901,85.73,37.88,76.18,82.94,69.64,66.95,80.36,61.48,,{}
Ethan Butera,2000127875,16.2,37.88,32.83,7.83,6.65,7.08,13.41,12.88,,{}
Ladislav Mácha,2002103109,60.62,69.85,58.69,72.53,47.75,38.63,46.24,48.18,,{}
David Jurásek,25062133,55.69,19.74,61.27,60.94,91.95,56.33,71.35,73.07,,{}
Saud Abdulhamid,2000042460,67.49,69.85,17.49,88.41,35.94,81.97,93.45,87.88,,{}
Rodrigo Cabral,2002075581,71.14,30.04,95.71,52.58,56.87,56.33,26.07,52.58,,{}
Dan-Axel Zagadou,48043086,75.86,0.11,84.66,36.16,6.65,7.08,15.99,2.36,,{}
Alfred,2002073341,61.16,62.12,84.66,74.25,88.2,28.97,62.34,35.41,,{}
El Chadaille Bitshiabu,2000100253,53.54,46.24,81.97,25.86,95.71,28.97,14.91,37.55,,{}
Eduardo Torres,2002074647,81.44,53.76,17.49,74.25,56.87,85.52,68.88,83.69,,{}
Nathan Patterson,61083649,76.29,30.04,66.85,97.32,65.56,97.96,99.68,95.6,,{}
Jordan Bos,2000015266,49.36,62.12,34.87,37.23,91.95,67.81,68.88,43.78,,{}
Yasin Özcan,2000204346,99.03,37.88,99.68,28.86,28.76,33.05,52.58,32.51,,{}
Lennard Maloney,92092364,27.79,37.88,25.86,99.68,81.97,72.32,79.94,40.77,,{}
Jahkeele Marshall-Rutty,72056311,15.77,53.76,17.49,71.78,41.63,50.86,69.53,80.15,,{}
Juan Miranda,67258411,48.61,37.88,69.53,54.4,35.94,52.25,84.23,41.74,,{}
Calvin Bassey,28111079,71.89,19.74,64.06,26.82,21.14,40.67,96.67,73.5,,{}
Maxim De Cuyper,18110473,11.05,69.85,39.16,58.8,65.56,58.48,39.16,44.96,,{}
Abner Vinicius,19386116,60.19,37.88,72.53,92.06,69.64,87.23,87.88,83.05,,{}
Mads Bech Sørensen,27114700,24.36,8.48,89.27,13.41,97,43.03,35.52,15.88,,{}
Million Manhoef,37076007,18.35,84.33,13.2,92.06,76.82,89.59,58.05,93.78,,{}
Michał Karbownik,96122114,22.96,46.24,10.41,96.67,47.75,97.1,83.48,94.1,,{}
Eduardo,2002073250,95.39,8.48,18.88,45.71,73.71,49.03,50.64,66.2,,{}
Adrian Bajrami,83273689,98.39,30.04,87.23,13.41,31.97,31.12,16.52,31.76,,{}
Gianluca Frabotta,43271155,87.66,53.76,49.14,20.06,61.7,56.33,50.97,36.37,,{}
Quentin Merlin,49048372,70.82,16.09,27.15,76.07,79.4,76.61,69.85,62.45,,{}
Josh Doig,61093823,57.19,94.21,76.18,43.67,31.97,38.63,27.15,49.25,,{}
Raoul Bellanova,43295110,69.21,24.36,61.27,58.8,41.63,81.12,82.3,68.67,,{}
Tomás Rayas,2002074268,59.98,62.12,66.85,50.11,31.97,61.05,81.01,68.67,,{}
Tyrell Malacia,37058363,83.15,37.88,23.28,60.94,52.15,50.86,57.19,52.58,,{}
Olivier Boscagli,48031641,36.91,30.04,61.27,16.31,73.71,40.67,37.88,36.37,,{}
Joaquín Gutiérrez,75055403,38.52,30.04,13.2,93.03,79.4,92.17,76.93,55.26,,{}
Luca Netz,91195878,97.96,53.76,95.71,93.88,76.82,95.82,97.32,88.84,wing back,{"wing back":91}
Josseph Rovira,2002074227,41.09,16.09,72.53,9.98,6.65,7.08,23.71,9.98,,{}
Fredrik Bjørkan,53109980,73.93,16.09,34.87,70.92,79.4,78.33,76.5,91.63,wing back,{"wing back":79}
Jarrad Branthwaite,29226000,86.37,62.12,98.82,14.16,19.1,23.71,38.52,23.82,,{}
Nicolás Meriano,2000071315,48.28,95.39,84.66,31.65,69.64,20.39,34.23,30.9,,{}
Gonçalo Simões,2002133569,87.45,91.09,72.53,35.3,73.71,50.86,40.24,43.78,wide defender,{"wide defender":84}
Oliver Zandén,93104384,36.91,12.98,45.06,38.2,16.63,62.88,85.94,66.52,,{}
Jonathan Dias,2002120027,48.93,69.85,95.71,31.65,35.94,31.12,20.28,17.06,,{}
Leonardo Barroso,2000142793,40.24,84.33,15.34,74.25,65.56,80.26,59.76,93.03,,{}
António da Silva,2002123079,21.35,37.88,3.22,91.74,41.63,88.52,77.58,98.82,,{}
Achraf Hakimi,67228634,97.42,30.04,24.89,64.27,61.7,7.08,61.27,67.7,,{}
Riccardo Calafiori,43424738,93.24,91.09,64.06,43.67,95.71,47.1,43.24,75.11,,{}
Borna Leutar,2000245750,61.16,37.88,64.06,31.65,56.87,23.71,18.13,21.46,,{}
Jusuf Gazibegović,16191707,54.08,88.2,30.9,81.76,23.28,84.66,89.38,78.54,,{}
Harvey Vale,2000016607,49.79,24.36,30.9,11.27,35.94,28.97,51.18,51.39,,{}
Igor,16199713,15.13,4.94,58.69,22.85,90.34,43.03,22.21,13.84,,{}
Francis Amuzu,18101803,4.18,69.85,5.36,56.33,35.94,73.28,38.3,67.7,,{}
Nilton Varela,83228312,49.36,30.04,76.18,69.74,61.7,45.39,39.59,44.96,,{}
Patrick Dorgu,27164470,94.74,84.33,45.06,87.45,47.75,56.33,64.7,77.25,,{}
Fabio Chiarodia,2000116422,69.42,62.12,66.85,11.27,6.65,7.08,5.47,18.35,,{}
Jonathan Borja,2002120340,10.84,84.33,8.15,79.18,16.63,26.93,54.4,59.87,,{}
Park Kyu-Hyun,66045517,75,69.85,91.31,48.82,76.82,62.88,31.87,57.83,,{}
Sikou Niakaté,49037484,20.39,69.85,66.85,11.27,6.65,7.08,29.72,18.35,,{}
Adrien Truffert,49050736,32.51,46.24,15.34,74.25,56.87,85.52,79.72,79.18,,{}
Roberto Callejón,2002124478,88.95,46.24,64.06,75.11,31.97,56.33,87.02,41.74,,{}
Julián Araujo,72053642,42.81,79.61,23.28,55.69,52.15,77.58,75.43,69.42,,{}
Tayo Adaramola,2000048043,47.53,53.76,29.51,31.65,19.1,43.03,50.32,62.12,,{}
Bryan Reynolds,72048187,77.58,30.04,46.89,52.58,16.63,62.88,73.18,55.04,,{}
Melvin Bard,49041157,74.79,53.76,23.93,75.43,47.75,81.97,81.87,80.36,,{}
Jiří Málek,2002126631,88.09,96.57,76.18,45.71,6.65,7.08,28.76,46.03,wide defender,{"wide defender":87}
Julius Isah,2002144180,90.45,75.21,69.53,69.31,56.87,85.52,65.13,50,,{}
Moussa N'Diaye,12083698,26.61,88.2,36.91,42.27,56.87,43.03,35.73,47.21,,{}
Emanuele Valeri,43315140,30.58,62.12,25.86,38.2,52.15,59.66,44.31,56.97,,{}
Vimoj Muntu Wa Mungu,2000123824,80.36,46.24,8.15,52.58,76.82,75.75,90.24,34.87,,{}
Filippo Ballarini,2002134334,76.82,69.85,84.66,28.11,6.65,7.08,26.5,42.17,,{}
Gastón Ávila,14207518,32.73,84.33,56.33,39.81,23.28,38.63,32.19,34.12,,{}
Bruno Valdez,14240705,24.79,46.24,28.33,22.85,6.65,7.08,4.83,6.33,,{}
Óscar Mingueza,67245413,43.24,16.09,87.23,16.95,19.1,23.71,29.08,20.71,,{}
Leo Fuhr Hjelde,29237773,33.15,69.85,84.66,17.49,6.65,7.08,8.37,33.48,,{}
Kevin Moreira,37084821,57.51,62.12,36.91,51.07,41.63,33.05,32.19,54.72,,{}
Diego Coronel,2002127303,54.61,19.74,81.97,6.87,35.94,17.49,18.45,20.71,,{}
Lee Han-Beom,2000082779,56.97,62.12,64.06,20.06,91.95,36.48,27.79,32.83,,{}
Lucas Pires,19335371,26.07,16.09,84.66,98.61,84.66,95.28,87.66,50.64,,{}
Mujaid Sadick,67249928,34.76,30.04,43.03,39.81,93.45,62.88,41.2,37.12,,{}
Eren Elmalı,70123223,73.93,37.88,23.93,9.98,16.63,20.39,71.57,52.58,,{}
Renan,19360964,37.88,69.85,58.69,35.3,81.97,53.76,22.96,52.58,,{}
Luan Cândido,19340771,93.67,98.5,97.42,88.41,90.34,95.28,80.15,35.41,wide defender,{"wide defender":97}
Stefan Engblom,2002074831,32.19,16.09,45.06,42.27,56.87,28.97,30.79,33.48,,{}
Mehmet Fatih Cingirt,2002072781,95.17,75.21,29.51,78.54,56.87,75.11,61.7,61.05,,{}
Kike Salas,2000165617,48.93,37.88,72.53,23.93,76.82,14.38,14.16,29.29,,{}
Luca Pellegrini,43252226,28.65,62.12,32.83,37.23,52.15,69.74,63.2,57.51,,{}
Leonardo Lelo,83257795,65.34,46.24,41.09,92.6,41.63,93.24,81.33,84.23,,{}
Marcos Cardozo,2002136172,34.33,53.76,21.89,76.5,65.56,87.88,82.62,89.7,,{}
Alex Bangura,37064890,14.91,53.76,39.16,87.12,81.97,96.67,74.36,94.74,wing back,{"wing back":87}
Beraldo,2000094252,15.77,88.2,43.03,54.4,97.85,23.71,19.64,26.18,,{}
Ian Maatsen,28121372,73.07,79.61,18.88,70.92,79.4,72.32,39.38,65.13,,{}
Killian Sardella,18107457,21.78,84.33,45.06,22.1,76.82,33.05,9.01,19.21,,{}
Andy Lyons,52090947,85.73,46.24,51.29,57.62,13.84,34.87,90.56,71.78,,{}
Olivier Deman,18096737,1.18,97.96,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Lukas Ullrich,2000154596,85.73,30.04,30.9,84.55,61.7,93.99,84.76,84.66,,{}
Aaron Zehnter,2000178883,91.52,84.33,53.65,68.67,47.75,82.83,95.39,77.79,,{}
Nick Agnew,2002123204,8.58,24.36,6.12,82.19,41.63,87.23,76.72,98.61,,{}
Franco Carboni,43619130,95.92,84.33,64.06,71.78,16.63,64.16,93.24,93.78,,{}
Ivan Turitsov,22072545,25.32,53.76,43.03,22.85,56.87,67.81,57.83,46.57,,{}
José Manuel Copete,67257035,71.35,84.33,79.51,12.45,6.65,7.08,32.51,16.74,wide defender,{"wide defender":78}
Washington Cevallos,2000277346,63.3,62.12,43.03,68.67,21.14,43.03,95.6,71.14,,{}
Alonso Aceves,2000064674,48.28,88.2,58.69,68.03,25.86,53.76,75.86,60.3,,{}
Velibor Elesin,2000265960,86.8,95.39,84.66,84.55,98.39,93.99,47.96,70.28,wide defender,{"wide defender":89}
Jorge Luís,2002170897,46.03,46.24,17.49,93.03,61.7,67.81,68.56,87.55,,{}
Joe Mendes,93123160,20.92,37.88,15.34,57.62,21.14,53.76,52.04,82.19,,{}
Maxime Estève,49060933,68.45,79.61,53.65,14.91,93.45,26.93,14.48,13.84,,{}
Charlie McArthur,2000126895,67.06,30.04,91.31,34.23,41.63,17.49,11.91,25.32,,{}
Rubens,19367258,11.91,3.22,9.66,91.52,79.4,69.74,33.05,56.97,,{}
Abel Bretones,67288450,10.19,69.85,8.15,52.58,31.97,78.65,90.56,86.7,,{}
Renato Veiga,83320123,16.42,37.88,32.83,68.67,90.34,53.76,49.57,63.3,,{}
Théo Ndicka Matam,48044030,3.11,16.09,7.3,21.24,69.64,43.03,2.9,22.42,,{}
Liberato Cacace,88024471,1.18,99.14,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Sergio Ojeda,2002074624,90.67,37.88,56.33,79.61,47.75,56.33,41.52,78.54,,{}
Andrea Cambiaso,43339195,79.29,75.21,32.83,68.03,14.7,25.54,73.61,75.54,,{}
Jaouen Hadjam,2000006105,72.42,62.12,89.27,81.12,61.7,71.14,49.03,70.6,,{}
Arthur,2000073449,34.33,16.09,9.66,86.16,86.7,59.66,76.29,88.52,,{}
Bradley Locko,49059205,63.95,30.04,49.14,84.01,69.64,94.53,99.25,97.75,,{}
Augusto Schott,14181170,37.23,2.25,56.33,87.66,96.24,88.52,58.26,58.26,,{}
Josh Brooking,28124572,12.12,16.09,16.2,28.11,95.71,52.25,8.05,8.05,,{}
Stanley Nsoki,48043092,12.77,62.12,53.65,18.78,99.36,15.67,13.09,5.26,,{}
Sergio Vilariño,2002074547,81.22,62.12,43.03,81.12,52.15,56.33,55.69,93.45,,{}
Alejandro Francés,67281886,63.3,53.76,43.03,52.58,47.75,45.39,83.8,30.9,,{}
Cuiabano,2000064082,39.48,10.73,36.91,90.45,56.87,93.03,84.01,96.57,,{}
Riquelme,2002120083,80.79,79.61,66.85,89.16,79.4,91.85,94.1,91.63,wing back,{"wing back":89}
Vitor,2002131779,54.4,79.61,87.23,33.26,41.63,20.39,22.96,15.88,,{}
Àlex Valle,2000082098,42.27,79.61,18.88,57.62,25.86,31.12,50.64,74.03,,{}
Endika Moreno,2002102686,78.76,53.76,34.87,73.5,52.15,65.99,69.53,69.21,,{}
Max Johnston,2000022026,78.33,84.33,34.87,88.41,69.64,73.28,79.51,81.76,,{}
Javi López,67293674,99.25,91.09,61.27,73.18,35.94,69.74,96.24,76.07,,{}
Alexsander,2000084501,6.12,0.43,21.89,65.24,41.63,20.39,35.09,37.98,,{}
Julián Aude,14223129,56.76,69.85,39.16,47.85,41.63,47.1,94.85,67.7,,{}
Mika Faye,12088492,61.91,62.12,87.23,18.03,28.76,49.03,40.88,89.38,,{}
Nicolas Oliveira,2000161440,56.55,46.24,79.51,80.26,47.75,77.58,88.52,77.25,,{}
Boy Kemper,37063646,80.15,46.24,49.14,65.24,81.97,68.67,83.48,22.42,,{}
Diogo Travassos,2000047615,49.79,30.04,14.27,93.88,41.63,92.38,85.73,95.17,,{}
Ramon Hendriks,37065561,47.75,75.21,51.29,41.31,25.86,15.67,18.99,19.85,,{}
Arne Engels,18111494,37.88,94.21,46.89,36.16,56.87,40.67,92.38,63.73,,{}
Fedde Leysen,18111492,2.47,97.42,1.29,1.5,6.65,7.08,2.47,2.36,,{}
Vasquez Ceza,2002073178,31.22,19.74,25.86,89.91,35.94,89.16,91.95,90.77,,{}
Tommaso Donelli,2002075189,93.45,75.21,53.65,48.82,19.1,26.93,56.55,61.05,,{}
Hussein Ali,93122988,79.51,62.12,34.87,37.23,19.1,34.87,38.09,45.49,,{}
Pedro Ganchas,83191310,28.65,12.98,93.13,18.78,6.65,7.08,6.55,10.84,,{}
Thierry Small,2000027029,85.09,94.21,64.06,52.58,47.75,87.23,98.82,65.56,,{}
Jamil Siebert,91206955,91.2,19.74,72.53,6.87,56.87,33.05,23.5,14.59,,{}
Adam Aznou,2000191507,83.8,75.21,17.49,96.03,61.7,91.42,78.65,94.96,,{}
Edgar Pujol,2000143033,52.79,95.39,10.94,34.23,93.45,33.05,12.45,22.42,,{}
João Paulo,83257700,1.18,99.14,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Brooke Norton-Cuffy,2000047226,96.24,30.04,43.03,69.74,47.75,83.58,92.81,85.09,,{}
Mohamed Sabiri,2000109110,82.4,62.12,69.53,31.65,41.63,47.1,44.74,42.49,,{}
Bruno Numbisie,2000180863,67.7,69.85,7.3,77.36,23.28,81.97,98.61,88.3,,{}
Mauro Orefice,2002075288,78,53.76,81.97,51.07,81.97,43.03,34.55,43.78,,{}
David Øland Jensen,2000201677,55.26,46.24,72.53,95.82,35.94,93.56,79.08,75.54,,{}
Marcus,2002121522,99.68,69.85,95.71,87.12,79.4,49.03,78.43,73.07,,{}
Diogo Spencer,2000013434,70.17,24.36,30.9,43.67,21.14,20.39,36.48,66.85,,{}
Armando Obispo,37056071,25.32,4.94,64.06,4.61,6.65,7.08,11.48,12.12,,{}
Viery,2000255823,35.41,62.12,69.53,23.93,21.14,17.49,28,17.49,,{}
Hamza Hodžić,2002162797,13.41,46.24,12.23,94.74,35.94,84.01,63.84,97.1,,{}
Francisco Marco,2000095038,89.81,10.73,45.06,59.98,41.63,28.97,43.24,29.29,,{}
Carlos Romero,2000019413,91.2,46.24,81.97,59.98,94.96,52.25,72.64,40.77,,{}
Sem Dekkers,2000014085,84.87,53.76,61.27,58.8,41.63,83.58,64.7,62.88,,{}
Alessandro Fontanarosa,43500285,73.28,88.2,76.18,13.41,31.97,26.93,32.73,31.76,wide defender,{"wide defender":79}
José María,2002073183,34.76,84.33,13.2,57.62,25.86,71.14,47.1,46.03,,{}
Ignacio Durá,2002125841,23.28,1.82,76.18,25.86,93.45,15.67,15.34,5.26,,{}
Ariel Sosa,2002136456,44.31,53.76,79.51,99.25,79.4,98.18,93.88,91.95,wing back,{"wing back":93}
Daam Foulon,18097136,1.18,99.68,1.29,1.5,6.65,7.08,1.18,2.36,,{}
Adrián Serrano,2002127305,68.45,93.03,95.71,20.06,91.42,38.63,20.92,26.93,,{}
Artem Bulatov,2002161928,75.64,93.03,56.33,73.18,97.32,77.58,67.06,61.05,,{}
Liam Kitching,29174737,21.57,16.09,21.89,28.86,16.63,28.97,82.62,30.04,,{}
Youri Baas,37076141,87.23,37.88,41.09,64.27,14.7,23.71,52.25,22.42,,{}
Ghassan Abbas,2002144222,3.97,91.09,6.12,28.86,73.71,53.76,37.02,45.49,,{}
Joaquín Sosa,78099269,54.08,37.88,69.53,18.78,73.71,28.97,25.43,19.21,,{}
Nikolas Nartey,27135742,5.9,69.85,41.09,49.79,52.15,7.08,26.29,53.76,,{}
Juuso Nousiainen,2002124583,6.97,88.2,7.3,86.59,31.97,79.29,64.06,95.82,,{}
Juan Barinaga,14221546,61.48,37.88,79.51,63.41,16.63,26.93,87.23,50,,{}
Diego Comachi,2000102929,70.49,19.74,49.14,80.26,65.56,64.91,70.71,67.06,,{}
Roger van de Pol,2002126210,50.21,69.85,51.29,51.07,84.66,43.03,16.95,30.9,,{}
Vincent Burlet,2000182981,98.18,53.76,84.66,57.62,28.76,74.46,93.67,83.05,,{}
Max Geschwill,91190724,76.82,19.74,53.65,29.94,23.28,47.1,62.55,61.8,,{}
Adriano Yonezawa,2002119874,41.85,79.61,27.15,97.85,69.64,94.31,96.03,79.94,,{}
Yeremay Alonso,2002135528,15.34,53.76,23.93,17.49,6.65,7.08,14.7,18.35,,{}
Markus Gaidies,2002143915,64.48,37.88,21.89,56.97,47.75,75.11,85.09,59.12,,{}
Saël Kumbedi,2000104915,87.88,8.48,34.87,95.06,61.7,98.39,92.17,94.53,,{}
Arthur Yamaguchi,2002120665,51.39,8.48,79.51,5.36,16.63,15.67,28.43,7.3,,{}
Juan David Cabal,76064373,43.03,62.12,81.97,36.7,61.7,28.97,33.37,23.82,,{}
Osée Cramoisan,2000022441,68.45,69.85,7.3,71.35,61.7,76.61,60.19,60.62,,{}
Archie Brown,29217603,97.75,53.76,98.82,72.53,47.75,82.83,88.73,56.33,,{}
Ibrahim Digberekou,2000116656,25,19.74,91.31,39.81,65.56,47.1,31.44,30.04,,{}
Rodrigo Pinheiro,83228783,74.57,53.76,76.18,28.86,16.63,36.48,76.07,37.12,,{}
Matas Ivanauskas,2002075054,59.44,53.76,10.41,39.81,23.28,50.86,49.89,74.03,,{}
João Ferreira,83257056,97.42,46.24,84.66,78.54,35.94,56.33,87.45,43.78,,{}
Bastien Meupiyou,2000183492,73.93,30.04,93.13,39.81,69.64,56.33,15.77,63.3,,{}
Adlane Delaporte,2002073796,53.76,75.21,45.06,45.71,41.63,49.03,41.85,78,,{}
Guilherme Biro,2000073857,7.4,8.48,3.76,78.54,65.56,74.46,66.85,90.77,,{}
Niccolò Pierozzi,43392081,44.85,84.33,46.89,41.31,35.94,61.05,85.3,68.67,,{}
Patryck Lanza,19384379,72.85,37.88,81.97,25.11,73.71,69.74,89.59,55.47,,{}
Paulo Vitor,2000166137,40.88,46.24,98.28,26.82,6.65,7.08,9.33,12.88,,{}
Nikolas Dyhr,27129140,3.76,96.57,39.16,52.58,28.76,38.63,28.22,39.06,,{}
Douglas Manaças,2002142878,23.93,3.22,24.46,31.65,23.28,40.67,42.81,43.03,,{}
Kenneth Schmidt,91208024,95.6,84.33,84.66,27.68,81.97,61.05,43.67,74.03,wide defender,{"wide defender":88}
Augusto Gallo,2000051171,13.95,24.36,21.89,99.46,91.42,99.25,55.47,96.57,,{}
Mariano Penepil,2000050546,5.69,62.12,9.66,63.41,69.64,45.39,54.83,82.19,,{}
Tiago Djaló,83169969,83.15,88.2,72.53,47,84.66,50.86,34.01,40.77,wide defender,{"wide defender":81}
Jean-Paul Gil,2002124294,29.29,1.29,15.34,68.67,84.66,49.03,39.81,62.45,,{}
Lucas,2002075059,9.98,53.76,4.29,85.09,47.75,80.26,68.35,99.68,,{}
Aarón Quiros,14221503,67.27,30.04,43.03,36.16,73.71,50.86,24.14,39.91,,{}
Valentín Fascendini,2000050072,28.22,88.2,76.18,18.78,6.65,7.08,15.56,19.21,,{}
Arnau Solà,67296656,68.45,30.04,30.9,65.24,73.71,62.88,45.82,57.51,,{}
Juan Manuel,2002125973,73.5,30.04,97.42,47,35.94,71.14,83.15,92.17,,{}
Diego Cabezas,2002122829,30.04,0.86,5.36,76.82,47.75,76.61,27.36,60.3,,{}
Álvaro Ocampo,2000200421,35.41,62.12,89.27,54.4,25.86,65.99,86.59,76.72,,{}
José Vitor,2002152702,42.27,84.33,99.36,98.82,81.97,97.75,77.36,70.6,wing back,{"wing back":85}
